symbol,config,mse_h1,mse_h5,mse_h22,mse_avg
.BVSP,diag_n100_sn0.90,0.46286235640935947,0.5891116772231855,0.9365294528174195,0.6628344954833215
.BVSP,diag_n100_sn0.95,0.46288267770363156,0.5894825894672007,1.1905176472560675,0.7476276381422998
.BVSP,diag_n100_sn0.99,0.46564626744057996,0.5999709230131297,0.9672740330243949,0.6776304078260349
.BVSP,diag_n200_sn0.90,0.46242356601451917,0.5877189485540243,1.0854107206312928,0.7118510783999454
.BVSP,diag_n200_sn0.95,0.46277622615110403,0.5890709886374333,1.0899043944150457,0.713917203067861
.BVSP,diag_p2_n100_sn0.90,0.46155674645076394,0.585400981124168,0.9085031529497571,0.6518202935082297
.BVSP,diag_p2_n100_sn0.95,0.4603931873455814,0.5898231358297779,0.9095459389699546,0.6532540873817713
.BVSP,aug_n100_sn0.90,0.46288359454621464,0.587709619376029,0.9209500491078253,0.6571810876766896
.BVSP,aug_n100_sn0.95,0.4628737488068139,0.590403378720644,1.1434186667320576,0.7322319314198386
.DJI,HAR,0.4329018947726553,0.5763697291159257,0.8169253639923653,0.6087323292936487
.DJI,HAR_Ridge,0.4326639606924242,0.5768961857766827,0.8179127585877297,0.6091576350189455
.DJI,diag_n100_sn0.80,0.42973987303015754,0.5776471442244316,0.8650309044509458,0.6241393072351783
.DJI,diag_n100_sn0.90,0.42827839313765403,0.5726441057088875,0.8783628294438726,0.6264284427634713
.DJI,diag_n100_sn0.95,0.4295799157839916,0.5782220350440761,0.8219080847243995,0.6099033451841557
.DJI,diag_n100_sn0.99,0.44398819387243976,0.5754779551882411,0.8231267866310145,0.6141976452305652
.DJI,diag_n200_sn0.90,0.44144039049146677,0.5723755771213755,0.8515119720240032,0.6217759798789485
.DJI,diag_n200_sn0.95,0.4301896520402613,0.5730132449529645,0.8243718040621475,0.6091915670184578
.DJI,diag_p2_n100_sn0.90,0.4318695149563496,0.5865792597405596,0.9855223599075449,0.6679903782014845
.DJI,diag_p2_n100_sn0.95,0.43109098121364486,0.5800784394223155,0.9359814227850086,0.649050281140323
.DJI,aug_n100_sn0.90,0.42970387856985137,0.5819082941836364,0.911785631544349,0.6411326014326123
.DJI,aug_n100_sn0.95,0.4286195154428932,0.5777917938621372,0.8422092731119366,0.6162068608056557
.FCHI,HAR,0.3467749491588969,0.46018920078979675,0.6492523141652723,0.4854054880379886
.FCHI,HAR_Ridge,0.34668087361500194,0.4601911001915224,0.6501809860846405,0.4856843199637216
.FCHI,diag_n100_sn0.80,0.34659355652376245,0.7120506185732927,0.6856344775422185,0.5814262175464245
.FCHI,diag_n100_sn0.90,0.3462431092357871,0.46011134527385655,0.7047356032167575,0.5036966859088005
.FCHI,diag_n100_sn0.95,0.3445575009318488,0.4589263989313666,1.1022961674252738,0.6352600224294964
.FCHI,diag_n100_sn0.99,0.3451931924169584,0.45546369484728055,0.6389491298503649,0.47986867237153463
.FCHI,diag_n200_sn0.90,1.9256546157649588,0.47530883908093013,0.6580004357703257,1.019654630205405
.FCHI,diag_n200_sn0.95,0.3449611025278547,0.4579591597428288,0.6488924147410619,0.48393755900391505
.FCHI,diag_p2_n100_sn0.90,0.34448702085299304,0.47219781089930435,0.653154030900257,0.4899462875508515
.FCHI,diag_p2_n100_sn0.95,0.34374908506189217,0.46563556515888166,0.6465335920924626,0.4853060807710788
.FCHI,aug_n100_sn0.90,0.384414735392104,0.4620707833306542,0.7183125970139488,0.5215993719122357
.FCHI,aug_n100_sn0.95,0.3456160414959138,0.4602718610752462,0.6480165608735731,0.48463482114824435
.FTMIB,HAR,0.4972863490732216,0.6679562877583446,0.9963826017688022,0.7205417462001229
.FTMIB,HAR_Ridge,0.4972523835727304,0.6673774380063097,1.026087773743802,0.7302391984409473
.FTMIB,diag_n100_sn0.80,0.5070420207588737,0.6988996959900584,1.161474957213038,0.7891388913206567
.FTMIB,diag_n100_sn0.90,0.49963300352513745,0.6867427430312031,1.0616453407700943,0.7493403624421449
.FTMIB,diag_n100_sn0.95,0.49692185522423976,0.6728182532911479,1.008638126663626,0.7261260783930045
.FTMIB,diag_n100_sn0.99,0.4931365886858037,0.656965900223168,0.9479096833406091,0.6993373907498602
.FTMIB,diag_n200_sn0.90,0.5012758822343296,0.6837720949494616,1.0783817088494605,0.7544765620110839
.FTMIB,diag_n200_sn0.95,0.4995317593267446,0.671250726728765,0.995153034231785,0.7219785067624316
.FTMIB,diag_p2_n100_sn0.90,0.5108986981391693,0.7326182101266429,2.050998063379762,1.0981716572151914
.FTMIB,diag_p2_n100_sn0.95,0.5058363005154377,0.7227579392579602,1.9633757511218455,1.0639899969650812
.FTMIB,aug_n100_sn0.90,0.5001753720482336,0.6816118007019141,1.0912897892834854,0.7576923206778776
.FTMIB,aug_n100_sn0.95,0.49823912496723066,0.6761397628676187,1.0161880482707346,0.7301889787018613
.FTSE,HAR,0.3725693544186589,0.4669182648768782,0.6488058194552759,0.4960978129169377
.FTSE,HAR_Ridge,0.37256218289593157,0.46696072715068737,0.6486625644164612,0.4960618248210267
.FTSE,diag_n100_sn0.80,0.37086977178369707,0.4680433614425104,0.6743195589304075,0.5044108973855383
