symbol,config,mse_h1,mse_h5,mse_h22,mse_avg
.OMXSPI,diag_p2_n100_sn0.95,0.2952809437392011,0.373302948003186,0.4587270335487619,0.375770308430383
.OMXSPI,aug_n100_sn0.90,0.2917025470545347,0.37575165298410773,0.46893639799277614,0.37879686601047285
.OMXSPI,aug_n100_sn0.95,0.2905577448078515,0.37128293993345307,0.46637560848268944,0.3760720977413314
.OSEAX,HAR,0.4193229678372299,0.49206284558594765,0.6421590759923769,0.5178482964718515
.OSEAX,HAR_Ridge,0.41912215989060847,0.49213292728667624,0.6423449430771722,0.5178666767514856
.OSEAX,diag_n100_sn0.80,0.4152715064092772,0.4935442894158891,0.7165315914029741,0.5417824624093801
.OSEAX,diag_n100_sn0.90,0.416472732083036,0.49191016754039774,0.726582700670593,0.5449885334313422
.OSEAX,diag_n100_sn0.95,0.41483323156167756,0.489843107814267,0.6459189860311046,0.5168651084690165
.OSEAX,diag_n100_sn0.99,0.41701056050265595,0.4979934988667094,0.6397383130767562,0.5182474574820405
.OSEAX,diag_n200_sn0.90,0.41567402901411976,0.4918390255734695,0.6900149368191678,0.532509330468919
.OSEAX,diag_n200_sn0.95,0.41506480901505044,0.4897629071227915,0.6507796058395018,0.5185357739924479
.OSEAX,diag_p2_n100_sn0.90,0.4125579179413431,0.4943395245125046,0.6445364545829873,0.5171446323456116
.OSEAX,diag_p2_n100_sn0.95,0.4107821852644199,0.4894955189616189,0.6671274965242562,0.5224684002500983
.OSEAX,aug_n100_sn0.90,0.41603011936613665,0.49204930606769054,0.6854623843424809,0.5311806032587693
.OSEAX,aug_n100_sn0.95,0.41497769751226743,0.4931754370442107,1.025717602793828,0.6446235791167687
.RUT,HAR,0.4269772632584877,0.5581720494575572,0.7529839339346451,0.5793777488835633
.RUT,HAR_Ridge,0.42686008433495715,0.5582822227118874,0.7535200033700749,0.5795541034723065
.RUT,diag_n100_sn0.80,0.4201284212272592,0.8283604338589605,5.126127051053274,2.1248719687131645
.RUT,diag_n100_sn0.90,0.42578144347297664,0.5574461636155579,0.8093295398156496,0.5975190489680614
.RUT,diag_n100_sn0.95,3.00909941091418,0.5457905905907942,0.863312948571066,1.4727343166920133
.RUT,diag_n100_sn0.99,0.4260646292112665,0.560291666998933,113.86570567502588,38.28402065707869
.RUT,diag_n200_sn0.90,0.4224674270012274,0.5567554229921775,0.7718544268063054,0.5836924255999034
.RUT,diag_n200_sn0.95,0.42719519698922775,0.5605078843764177,0.8025625458136102,0.596755209059752
.RUT,diag_p2_n100_sn0.90,0.4197299491160461,0.5967479798991857,0.7885658662739512,0.6016812650963944
.RUT,diag_p2_n100_sn0.95,0.4182312962892603,0.5430613181641986,0.7752685816225586,0.5788537320253392
.RUT,aug_n100_sn0.90,0.4236482326805886,0.6285218508792183,0.8314670331201925,0.6278790388933332
.RUT,aug_n100_sn0.95,0.5500700748488392,0.7591068991318018,1.0409427739799961,0.7833732493202122
.SMSI,HAR,0.4898670767342619,0.6111826341284522,0.7537898093726979,0.6182798400784707
.SMSI,HAR_Ridge,0.4890850640623415,0.6116759781890553,0.7528304830790565,0.6178638417768177
.SMSI,diag_n100_sn0.80,0.49255066648753876,0.6213916096205855,0.7877421949259371,0.6338948236780204
.SMSI,diag_n100_sn0.90,0.48723103167360055,0.6106984711458441,0.7699172512281874,0.622615584682544
.SMSI,diag_n100_sn0.95,0.4863624959286933,0.6018165509100579,0.74633097817771,0.6115033416721537
.SMSI,diag_n100_sn0.99,0.48495014807533116,0.5970677551034654,0.7312753919962823,0.604431098391693
.SMSI,diag_n200_sn0.90,0.4881890722878705,0.6096236700644315,0.7602316806996621,0.6193481410173214
.SMSI,diag_n200_sn0.95,0.486570360103355,0.6010422092648249,0.7438298587483874,0.6104808093721891
.SMSI,diag_p2_n100_sn0.90,0.49432173595445345,0.6248439233428047,0.7949769331703279,0.6380475308225287
.SMSI,diag_p2_n100_sn0.95,0.4912434048781543,0.6141880614880378,0.7567670740007029,0.620732846788965
.SMSI,aug_n100_sn0.90,0.48722514427845953,0.6157118182658852,0.7630119452743991,0.6219829692729146
.SMSI,aug_n100_sn0.95,0.4861233825594638,0.6384059214390562,0.7496123914076831,0.6247138984687344
.SPX,HAR,0.3986069307107123,0.5564763170236585,0.7944012917050051,0.5831615131464586
.SPX,HAR_Ridge,0.39832392048170506,0.5568853853934426,0.7952870085355062,0.5834987714702179
.SPX,diag_n100_sn0.80,0.397860475204971,0.5596010869899981,1.181383144952476,0.7129482357158151
.SPX,diag_n100_sn0.90,0.5799629894319623,0.5598288416273518,0.824461413465763,0.6547510815083589
.SPX,diag_n100_sn0.95,0.4287686046550026,0.5620732251952061,0.7970471545720195,0.5959629948074093
.SPX,diag_n100_sn0.99,0.3950636154902639,0.5538226547335428,0.7961297632965104,0.581672011173439
.SPX,diag_n200_sn0.90,0.3954953498807612,0.554887585926706,0.8204912732401736,0.5902914030158802
.SPX,diag_n200_sn0.95,0.395602146668842,0.5590903120668727,0.7976802239593941,0.5841242275650362
.SPX,diag_p2_n100_sn0.90,0.3993318521582765,0.5627567122308981,0.8439503793187988,0.6020129812359911
.SPX,diag_p2_n100_sn0.95,0.39595610089190303,0.5672504570936363,0.8861427211289773,0.6164497597048388
.SPX,aug_n100_sn0.90,0.39493711156186917,0.5612975214660189,0.8129507128094109,0.589728448612433
.SPX,aug_n100_sn0.95,0.5157328346643649,0.5570261040935055,0.8033501000537813,0.6253696796038839
.SSEC,HAR,0.323643203015635,0.4148882556811245,0.5901543952154136,0.44289528463739103
.SSEC,HAR_Ridge,0.3235767868928801,0.41488294525952985,0.5911198215946553,0.4431931845823551
.SSEC,diag_n100_sn0.80,0.32065283431162434,0.42152262814190106,0.643477417205285,0.46188429321960345
.SSEC,diag_n100_sn0.90,0.32055488644251706,0.4113225251588433,0.5834691979319867,0.4384488698444491
.SSEC,diag_n100_sn0.95,0.31895842896248183,0.41178309171089195,0.5989044567779691,0.4432153258171143
.SSEC,diag_n100_sn0.99,0.32037390904292845,0.41279290138250563,0.6150864838537621,0.4494177647597321
.SSEC,diag_n200_sn0.90,0.31945450317857327,0.41071218245320745,0.6206238904160976,0.45026352534929276
.SSEC,diag_n200_sn0.95,0.3191531277099082,0.41046495637144154,0.5817191295151078,0.43711240453215255
.SSEC,diag_p2_n100_sn0.90,0.31897530086821235,0.4268533582917537,0.6240626631066294,0.4566304407555319
.SSEC,diag_p2_n100_sn0.95,0.3184676662084283,0.4204482808476953,0.6455450211125475,0.46148698938955707
.SSEC,aug_n100_sn0.90,0.32035687743176366,0.4111176942880865,0.6010840947150496,0.4441862221449666
.SSEC,aug_n100_sn0.95,0.31967833824066033,0.41027003810762924,0.6557738727018674,0.4619074163500523
.SSMI,HAR,0.2749894387924236,0.3811035682926452,0.5733575260822072,0.409816844389092
.SSMI,HAR_Ridge,0.27485503410139167,0.3810246828479907,0.5739481358464263,0.40994261759860295
.SSMI,diag_n100_sn0.80,0.27225884061601185,0.38221362496152117,0.5877123238346039,0.41406159647071233
.SSMI,diag_n100_sn0.90,0.27396308131267216,0.38209276469345876,0.5800391405442109,0.4120316621834473
.SSMI,diag_n100_sn0.95,0.2720754457386875,0.38090702815679545,0.57079999702707,0.4079274903075176
.SSMI,diag_n100_sn0.99,0.27174359021629757,0.37976374477296704,0.5592958040172399,0.4036010463355015
.SSMI,diag_n200_sn0.90,0.27191532270776636,0.37859287680323933,0.5862602067842112,0.41225613543173895
.SSMI,diag_n200_sn0.95,0.27273348733971053,0.37986708975042305,0.567962092074903,0.4068542230550121
.SSMI,diag_p2_n100_sn0.90,0.2710589011865203,0.38197337727205755,0.5951538806849843,0.41606205304785404
.SSMI,diag_p2_n100_sn0.95,0.2708706445337836,0.3808703989599334,0.5996175075321879,0.417119517008635
.SSMI,aug_n100_sn0.90,0.2727760819502278,0.3825710264933533,0.5851316812723336,0.41349292990530495
.SSMI,aug_n100_sn0.95,0.27256784937073664,0.3793445870784625,0.5736862933752399,0.40853290994147967
.STI,HAR,0.43219659624745427,0.5281036560544488,0.6949473600831719,0.5517492041283584
.STI,HAR_Ridge,0.43204334126719335,0.5270741543998225,0.6947032122532981,0.5512735693067713
.STI,diag_n100_sn0.80,0.4314474623702956,0.5421452520859023,1.0650265683617892,0.679539760939329
.STI,diag_n100_sn0.90,0.42635667687911627,0.5317344319917987,1.004535651997589,0.6542089202895013
.STI,diag_n100_sn0.95,0.4249966156800039,0.515936096163804,1.00898192062565,0.649971544156486
.STI,diag_n100_sn0.99,0.42150695315424264,0.5105720082942127,1.1272815180612095,0.6864534931698882
.STI,diag_n200_sn0.90,0.4258586321725025,0.527036540594132,0.9586690204504319,0.6371880644056888
.STI,diag_n200_sn0.95,0.423198519108098,0.5168642866441646,0.9005078593728102,0.613523555041691
.STI,diag_p2_n100_sn0.90,0.4335596211029807,0.5371015816176091,1.3028382795553002,0.75783316075863
.STI,diag_p2_n100_sn0.95,0.42940789354020115,0.5277758161510532,1.2303471009921574,0.7291769368944706
.STI,aug_n100_sn0.90,0.4404133417342125,0.5379007126927341,0.9236406944278646,0.633984916284937
.STI,aug_n100_sn0.95,0.42363592024515045,0.5222199461942924,0.9447275189744508,0.6301944618046312
.STOXX50E,HAR,0.46629024042861345,0.576529369945302,0.7577439446721699,0.6001878516820285
.STOXX50E,HAR_Ridge,0.4659904377032305,0.57659144515962,0.7593399678741645,0.6006406169123384
.STOXX50E,diag_n100_sn0.80,0.6243724486924416,0.5787466689509092,0.7702020266911451,0.6577737147781653
.STOXX50E,diag_n100_sn0.90,0.46016642484054937,0.577462744409449,0.7780849573851416,0.6052380422117133
.STOXX50E,diag_n100_sn0.95,0.4598508077193906,0.5728179915010985,0.7556477039659548,0.596105501062148
.STOXX50E,diag_n100_sn0.99,0.4613788964359484,0.5728537747688902,0.7457055963917713,0.5933127558655366
.STOXX50E,diag_n200_sn0.90,0.4593217865989955,0.5737417378484492,0.7963429317964812,0.6098021520813086
.STOXX50E,diag_n200_sn0.95,0.45893883785187506,0.5740880133924251,0.7592651889453861,0.5974306800632287
.STOXX50E,diag_p2_n100_sn0.90,0.45644864424994464,0.5778478256353389,0.7796017269249927,0.6046327322700921
.STOXX50E,diag_p2_n100_sn0.95,0.45424624098070543,0.5718968048919152,0.7826522185461195,0.6029317548062467
.STOXX50E,aug_n100_sn0.90,0.45953255869404797,0.5777231141531443,0.8248291290402398,0.6206949339624773
.STOXX50E,aug_n100_sn0.95,0.46055242481451586,0.5763829370572219,0.7532719533223392,0.5967357717313589
