sym,dgp_seed,horizon,alpha_idx,alpha,log10_alpha,oos_mse
.AEX,137,1,16,1.0,0.0,0.4080137486789144
.AEX,137,1,17,1.7782794100389228,0.25,0.4080153750201041
.AEX,137,1,18,3.1622776601683795,0.5,0.4081326756171244
.AEX,137,1,19,5.623413251903491,0.75,0.40834212332018427
.AEX,137,1,20,10.0,1.0,0.40861519906894983
.AEX,137,1,21,17.78279410038923,1.25,0.40894599976862417
.AEX,137,1,22,31.622776601683793,1.5,0.4093589537869996
.AEX,137,1,23,56.23413251903491,1.75,0.40992508264202276
.AEX,137,1,24,100.0,2.0,0.41081067141509414
.AEX,137,1,25,177.82794100389228,2.25,0.412311242252081
.AEX,137,1,26,316.22776601683796,2.5,0.4148393409149713
.AEX,137,1,27,562.341325190349,2.75,0.4190448549633335
.AEX,137,1,28,1000.0,3.0,0.4265011482571214
.AEX,137,1,29,1778.2794100389228,3.25,0.44133731814020366
.AEX,137,1,30,3162.2776601683795,3.5,0.47234103713054265
.AEX,137,1,31,5623.413251903491,3.75,0.5326486609659237
.AEX,137,1,32,10000.0,4.0,0.6323494976065078
.AEX,137,1,33,17782.794100389227,4.25,0.7666781957277657
.AEX,137,1,34,31622.776601683792,4.5,0.9158022195593419
.AEX,137,1,35,56234.13251903491,4.75,1.0627190408490153
.AEX,137,1,36,100000.0,5.0,1.2103643325447992
.AEX,256,1,0,0.0001,-4.0,0.38707282768064966
.AEX,256,1,1,0.00017782794100389227,-3.75,0.39776139108497655
.AEX,256,1,2,0.00031622776601683794,-3.5,0.38767866408296925
.AEX,256,1,3,0.0005623413251903491,-3.25,0.36926787671882055
.AEX,256,1,4,0.001,-3.0,0.3630195016304357
.AEX,256,1,5,0.0017782794100389228,-2.75,0.365192060107468
.AEX,256,1,6,0.0031622776601683794,-2.5,0.37146249391069025
.AEX,256,1,7,0.005623413251903491,-2.25,0.3618350960545758
.AEX,256,1,8,0.01,-2.0,0.3619404031017745
.AEX,256,1,9,0.01778279410038923,-1.75,0.3620248087623618
.AEX,256,1,10,0.03162277660168379,-1.5,0.36207162060172543
.AEX,256,1,11,0.05623413251903491,-1.25,0.3620639452084154
.AEX,256,1,12,0.1,-1.0,0.36199962746066
.AEX,256,1,13,0.1778279410038923,-0.75,0.3618904491213234
.AEX,256,1,14,0.31622776601683794,-0.5,0.3617563517837234
.AEX,256,1,15,0.5623413251903491,-0.25,0.36162043090004586
.AEX,256,1,16,1.0,0.0,0.3615020666213847
.AEX,256,1,17,1.7782794100389228,0.25,0.3614112293786252
.AEX,256,1,18,3.1622776601683795,0.5,0.3613512417204919
.AEX,256,1,19,5.623413251903491,0.75,0.36132324636007196
.AEX,256,1,20,10.0,1.0,0.36132422661008873
.AEX,256,1,21,17.78279410038923,1.25,0.36134620096215436
.AEX,256,1,22,31.622776601683793,1.5,0.3613855621592607
.AEX,256,1,23,56.23413251903491,1.75,0.3614642303838009
.AEX,256,1,24,100.0,2.0,0.3616611371321068
.AEX,256,1,25,177.82794100389228,2.25,0.3621563027067505
.AEX,256,1,26,316.22776601683796,2.5,0.3633020921211281
.AEX,256,1,27,562.341325190349,2.75,0.3657948061166379
.AEX,256,1,28,1000.0,3.0,0.3711621852511616
.AEX,256,1,29,1778.2794100389228,3.25,0.3827925337642712
.AEX,256,1,30,3162.2776601683795,3.5,0.40716789711663987
.AEX,256,1,31,5623.413251903491,3.75,0.453496099406103
.AEX,256,1,32,10000.0,4.0,0.5295727789029854
.AEX,256,1,33,17782.794100389227,4.25,0.6377653324424223
.AEX,256,1,34,31622.776601683792,4.5,0.7808188827515075
.AEX,256,1,35,56234.13251903491,4.75,0.9753103211100113
.AEX,256,1,36,100000.0,5.0,1.2547789858488263
.AORD,42,1,0,0.0001,-4.0,30.619820276791344
.AORD,42,1,1,0.00017782794100389227,-3.75,0.7507996252516647
.AORD,42,1,2,0.00031622776601683794,-3.5,0.7328229148375549
.AORD,42,1,3,0.0005623413251903491,-3.25,0.7089491174815076
.AORD,42,1,4,0.001,-3.0,0.708494798340703
.AORD,42,1,5,0.0017782794100389228,-2.75,0.7081832564028784
.AORD,42,1,6,0.0031622776601683794,-2.5,0.7079492403782452
.AORD,42,1,7,0.005623413251903491,-2.25,0.7077380434296259
.AORD,42,1,8,0.01,-2.0,0.7075024346820049
.AORD,42,1,9,0.01778279410038923,-1.75,0.7072189864124121
.AORD,42,1,10,0.03162277660168379,-1.5,0.7068907698403296
.AORD,42,1,11,0.05623413251903491,-1.25,0.7065403601651182
.AORD,42,1,12,0.1,-1.0,0.7061983508801035
.AORD,42,1,13,0.1778279410038923,-0.75,0.7058859260061388
.AORD,42,1,14,0.31622776601683794,-0.5,0.7055997257325967
.AORD,42,1,15,0.5623413251903491,-0.25,0.705315572591304
.AORD,42,1,16,1.0,0.0,0.7050089888047766
.AORD,42,1,17,1.7782794100389228,0.25,0.7046745687245222
.AORD,42,1,18,3.1622776601683795,0.5,0.7043326075245511
.AORD,42,1,19,5.623413251903491,0.75,0.7040194052922207
.AORD,42,1,20,10.0,1.0,0.7037666544673615
.AORD,42,1,21,17.78279410038923,1.25,0.7035925589024815
.AORD,42,1,22,31.622776601683793,1.5,0.703524004933447
.AORD,42,1,23,56.23413251903491,1.75,0.7036309658087315
.AORD,42,1,24,100.0,2.0,0.7040435664056508
.AORD,42,1,25,177.82794100389228,2.25,0.7049593970548128
.AORD,42,1,26,316.22776601683796,2.5,0.7066647455150965
.AORD,42,1,27,562.341325190349,2.75,0.7095965526543317
.AORD,42,1,28,1000.0,3.0,0.7145558674030663
.AORD,42,1,29,1778.2794100389228,3.25,0.7233284639798029
.AORD,42,1,30,3162.2776601683795,3.5,0.7399323053171908
.AORD,42,1,31,5623.413251903491,3.75,0.7719355129570223
.AORD,42,1,32,10000.0,4.0,0.8295250642034786
.AORD,42,1,33,17782.794100389227,4.25,0.9192102161743084
.AORD,42,1,34,31622.776601683792,4.5,1.034423302329982
.AORD,42,1,35,56234.13251903491,4.75,1.1547230839215301
.AORD,42,1,36,100000.0,5.0,1.258644117426634
.AORD,137,1,0,0.0001,-4.0,0.7490761247223738
.AORD,137,1,1,0.00017782794100389227,-3.75,0.7277683364907795
.AORD,137,1,2,0.00031622776601683794,-3.5,0.7241621662161001
.AORD,137,1,3,0.0005623413251903491,-3.25,0.7239730893189146
.AORD,137,1,4,0.001,-3.0,0.7209171558764309
.AORD,137,1,5,0.0017782794100389228,-2.75,0.723557576064021
.AORD,137,1,6,0.0031622776601683794,-2.5,0.7214338741363332
.AORD,137,1,7,0.005623413251903491,-2.25,0.7210798898289335
.AORD,137,1,8,0.01,-2.0,0.720768171006836
.AORD,137,1,9,0.01778279410038923,-1.75,0.7204394868130573
.AORD,137,1,10,0.03162277660168379,-1.5,0.7200392791312822
.AORD,137,1,11,0.05623413251903491,-1.25,0.7195378217193222
.AORD,137,1,12,0.1,-1.0,0.7189415836265541
.AORD,137,1,13,0.1778279410038923,-0.75,0.7182928383292658
.AORD,137,1,14,0.31622776601683794,-0.5,0.7176550709235431
.AORD,137,1,15,0.5623413251903491,-0.25,0.7170894576360459
.AORD,137,1,16,1.0,0.0,0.7166341404272804
.AORD,137,1,17,1.7782794100389228,0.25,0.7162936628715658
.AORD,137,1,18,3.1622776601683795,0.5,0.7160452530249114
.AORD,137,1,19,5.623413251903491,0.75,0.7158628007684118
.AORD,137,1,20,10.0,1.0,0.7157418387670301
.AORD,137,1,21,17.78279410038923,1.25,0.7157070146646954
.AORD,137,1,22,31.622776601683793,1.5,0.7158001855946401
.AORD,137,1,23,56.23413251903491,1.75,0.7160548969963054
.AORD,137,1,24,100.0,2.0,0.716482035422095
.AORD,137,1,25,177.82794100389228,2.25,0.7171301213496202
.AORD,137,1,26,316.22776601683796,2.5,0.7182679351194515
.AORD,137,1,27,562.341325190349,2.75,0.7207164938045062
.AORD,137,1,28,1000.0,3.0,0.7264533493001973
.AORD,137,1,29,1778.2794100389228,3.25,0.7396332639451743
.AORD,137,1,30,3162.2776601683795,3.5,0.7676051191338111
.AORD,137,1,31,5623.413251903491,3.75,0.8199140571299098
.AORD,137,1,32,10000.0,4.0,0.9027717439475731
.AORD,137,1,33,17782.794100389227,4.25,1.0125275508427698
.AORD,137,1,34,31622.776601683792,4.5,1.1380456879434637
.AORD,137,1,35,56234.13251903491,4.75,1.2705480652581789
.AORD,137,1,36,100000.0,5.0,1.4058482151308127
.AORD,256,1,0,0.0001,-4.0,0.6330152944839337
.AORD,256,1,1,0.00017782794100389227,-3.75,0.6376811125158832
.AORD,256,1,2,0.00031622776601683794,-3.5,0.6345758878189561
.AORD,256,1,3,0.0005623413251903491,-3.25,0.6318614163712369
.AORD,256,1,4,0.001,-3.0,0.6312839146330977
.AORD,256,1,5,0.0017782794100389228,-2.75,0.6307803419732239
.AORD,256,1,6,0.0031622776601683794,-2.5,0.6302920224829887
.AORD,256,1,7,0.005623413251903491,-2.25,0.6298296896611637
.AORD,256,1,8,0.01,-2.0,0.6294045020244434
.AORD,256,1,9,0.01778279410038923,-1.75,0.6290201663017458
.AORD,256,1,10,0.03162277660168379,-1.5,0.6286727713809502
.AORD,256,1,11,0.05623413251903491,-1.25,0.6283506645122023
.AORD,256,1,12,0.1,-1.0,0.6280397030859506
.AORD,256,1,13,0.1778279410038923,-0.75,0.6277304826982767
.AORD,256,1,14,0.31622776601683794,-0.5,0.6274269450092804
.AORD,256,1,15,0.5623413251903491,-0.25,0.627150737250567
.AORD,256,1,16,1.0,0.0,0.6269269828670229
.AORD,256,1,17,1.7782794100389228,0.25,0.6267629606400282
.AORD,256,1,18,3.1622776601683795,0.5,0.6266487766494909
.AORD,256,1,19,5.623413251903491,0.75,0.6265744317572433
.AORD,256,1,20,10.0,1.0,0.6265368647721395
.AORD,256,1,21,17.78279410038923,1.25,0.6265360427455543
.AORD,256,1,22,31.622776601683793,1.5,0.6265765075299528
.AORD,256,1,23,56.23413251903491,1.75,0.6266790774162989
.AORD,256,1,24,100.0,2.0,0.6269090687140558
.AORD,256,1,25,177.82794100389228,2.25,0.6274405644612355
.AORD,256,1,26,316.22776601683796,2.5,0.6286703244086315
.AORD,256,1,27,562.341325190349,2.75,0.6314402606629755
.AORD,256,1,28,1000.0,3.0,0.6375589039705549
.AORD,256,1,29,1778.2794100389228,3.25,0.6508069416797464
.AORD,256,1,30,3162.2776601683795,3.5,0.6781445866829438
.AORD,256,1,31,5623.413251903491,3.75,0.7296661975845952
.AORD,256,1,32,10000.0,4.0,0.8151592933927477
.AORD,256,1,33,17782.794100389227,4.25,0.9386687703864293
.AORD,256,1,34,31622.776601683792,4.5,1.0962883812392616
.AORD,256,1,35,56234.13251903491,4.75,1.2759475335621977
.AORD,256,1,36,100000.0,5.0,1.45652892714826
.BFX,42,1,0,0.0001,-4.0,0.9735755499995626
.BFX,42,1,1,0.00017782794100389227,-3.75,0.47135159282368827
.BFX,42,1,2,0.00031622776601683794,-3.5,1.0331644280095138
.BFX,42,1,3,0.0005623413251903491,-3.25,0.4460421979797056
.BFX,42,1,4,0.001,-3.0,0.4440461056640561
.BFX,42,1,5,0.0017782794100389228,-2.75,0.4437589906588287
.BFX,42,1,6,0.0031622776601683794,-2.5,0.44353283680448174
.BFX,42,1,7,0.005623413251903491,-2.25,0.44332986323821877
.BFX,42,1,8,0.01,-2.0,0.44313067303317444
.BFX,42,1,9,0.01778279410038923,-1.75,0.4429289568588729
.BFX,42,1,10,0.03162277660168379,-1.5,0.44273137583693783
.BFX,42,1,11,0.05623413251903491,-1.25,0.44255263389857397
.BFX,42,1,12,0.1,-1.0,0.44240431611840464
.BFX,42,1,13,0.1778279410038923,-0.75,0.44228037838792905
.BFX,42,1,14,0.31622776601683794,-0.5,0.4421560869819243
.BFX,42,1,15,0.5623413251903491,-0.25,0.4420080607429011
.BFX,42,1,16,1.0,0.0,0.4418332767410837
.BFX,42,1,17,1.7782794100389228,0.25,0.44164965938703893
.BFX,42,1,18,3.1622776601683795,0.5,0.4414859215592311
.BFX,42,1,19,5.623413251903491,0.75,0.44137453669316384
.BFX,42,1,20,10.0,1.0,0.44135502289657097
.BFX,42,1,21,17.78279410038923,1.25,0.4414892313112974
.BFX,42,1,22,31.622776601683793,1.5,0.44188121130500346
.BFX,42,1,23,56.23413251903491,1.75,0.44269429755582496
.BFX,42,1,24,100.0,2.0,0.4441822676060599
.BFX,42,1,25,177.82794100389228,2.25,0.44674536050696245
.BFX,42,1,26,316.22776601683796,2.5,0.4509466275971136
.BFX,42,1,27,562.341325190349,2.75,0.45739818588348624
.BFX,42,1,28,1000.0,3.0,0.4666972288682013
.BFX,42,1,29,1778.2794100389228,3.25,0.4800333021977042
.BFX,42,1,30,3162.2776601683795,3.5,0.5009180806827086
.BFX,42,1,31,5623.413251903491,3.75,0.5374488005713703
.BFX,42,1,32,10000.0,4.0,0.60316557872046
.BFX,42,1,33,17782.794100389227,4.25,0.7127256258394027
.BFX,42,1,34,31622.776601683792,4.5,0.8694135312138417
.BFX,42,1,35,56234.13251903491,4.75,1.0536454837405966
.BFX,42,1,36,100000.0,5.0,1.2308445758775954
.BFX,137,1,0,0.0001,-4.0,0.6454884647442327
.BFX,137,1,1,0.00017782794100389227,-3.75,34.55568618610814
.BFX,137,1,2,0.00031622776601683794,-3.5,0.45418273340233045
.BFX,137,1,3,0.0005623413251903491,-3.25,0.45364940782100677
.BFX,137,1,4,0.001,-3.0,0.449274414003645
.BFX,137,1,5,0.0017782794100389228,-2.75,0.4483630206592194
.BFX,137,1,6,0.0031622776601683794,-2.5,0.4481330456261997
.BFX,137,1,7,0.005623413251903491,-2.25,0.44793620177819377
.BFX,137,1,8,0.01,-2.0,0.4477172755230455
.BFX,137,1,9,0.01778279410038923,-1.75,0.44743727967948144
.BFX,137,1,10,0.03162277660168379,-1.5,0.4470815678100641
.BFX,137,1,11,0.05623413251903491,-1.25,0.44666335368976406
.BFX,137,1,12,0.1,-1.0,0.44621899313089947
.BFX,137,1,13,0.1778279410038923,-0.75,0.44579122751121836
.BFX,137,1,14,0.31622776601683794,-0.5,0.44541111905065217
.BFX,137,1,15,0.5623413251903491,-0.25,0.4450950723865785
.BFX,137,1,16,1.0,0.0,0.4448489432442105
.BFX,137,1,17,1.7782794100389228,0.25,0.44466971288901697
.BFX,137,1,18,3.1622776601683795,0.5,0.4445522867007739
.BFX,137,1,19,5.623413251903491,0.75,0.4445017704029901
.BFX,137,1,20,10.0,1.0,0.44453906903741136
.BFX,137,1,21,17.78279410038923,1.25,0.44469523043114345
.BFX,137,1,22,31.622776601683793,1.5,0.44500448967165396
.BFX,137,1,23,56.23413251903491,1.75,0.4455229144632674
.BFX,137,1,24,100.0,2.0,0.4463872229689422
.BFX,137,1,25,177.82794100389228,2.25,0.4478594951342433
.BFX,137,1,26,316.22776601683796,2.5,0.45032819084868353
.BFX,137,1,27,562.341325190349,2.75,0.4544750196486212
.BFX,137,1,28,1000.0,3.0,0.4620239757899962
.BFX,137,1,29,1778.2794100389228,3.25,0.47730945144485143
.BFX,137,1,30,3162.2776601683795,3.5,0.5090869646324965
.BFX,137,1,31,5623.413251903491,3.75,0.5700423043809663
.BFX,137,1,32,10000.0,4.0,0.670358928396463
.BFX,137,1,33,17782.794100389227,4.25,0.8082791335199828
.BFX,137,1,34,31622.776601683792,4.5,0.9697579157147556
.BFX,137,1,35,56234.13251903491,4.75,1.13871191435015
.BFX,137,1,36,100000.0,5.0,1.3023369644164813
.BFX,256,1,0,0.0001,-4.0,0.39868115900630324
.BFX,256,1,1,0.00017782794100389227,-3.75,0.677503956615406
.BFX,256,1,2,0.00031622776601683794,-3.5,0.38759243604743937
.BFX,256,1,3,0.0005623413251903491,-3.25,0.38567391265055667
.BFX,256,1,4,0.001,-3.0,0.3854267839078084
.BFX,256,1,5,0.0017782794100389228,-2.75,0.3852166920955439
.BFX,256,1,6,0.0031622776601683794,-2.5,0.38504550030454543
.BFX,256,1,7,0.005623413251903491,-2.25,0.3849410979220887
.BFX,256,1,8,0.01,-2.0,0.3849254944295338
.BFX,256,1,9,0.01778279410038923,-1.75,0.38500154308183604
.BFX,256,1,10,0.03162277660168379,-1.5,0.38514878728331253
.BFX,256,1,11,0.05623413251903491,-1.25,0.3853312769215467
.BFX,256,1,12,0.1,-1.0,0.38551288482319257
.BFX,256,1,13,0.1778279410038923,-0.75,0.3856784952190646
.BFX,256,1,14,0.31622776601683794,-0.5,0.3858464445210188
.BFX,256,1,15,0.5623413251903491,-0.25,0.3860470199625833
.BFX,256,1,16,1.0,0.0,0.386278097622089
.BFX,256,1,17,1.7782794100389228,0.25,0.3864965611806668
.BFX,256,1,18,3.1622776601683795,0.5,0.3866616912404364
.BFX,256,1,19,5.623413251903491,0.75,0.3867734323822611
.BFX,256,1,20,10.0,1.0,0.3868712561990758
.BFX,256,1,21,17.78279410038923,1.25,0.3870142016307915
.BFX,256,1,22,31.622776601683793,1.5,0.38726647294373145
.BFX,256,1,23,56.23413251903491,1.75,0.3877023063219242
.BFX,256,1,24,100.0,2.0,0.3884438021732464
.BFX,256,1,25,177.82794100389228,2.25,0.3897132936791266
.BFX,256,1,26,316.22776601683796,2.5,0.3918835141632229
.BFX,256,1,27,562.341325190349,2.75,0.39565415401971277
.BFX,256,1,28,1000.0,3.0,0.40257871717162685
.BFX,256,1,29,1778.2794100389228,3.25,0.41588739425912147
.BFX,256,1,30,3162.2776601683795,3.5,0.4409500895492235
.BFX,256,1,31,5623.413251903491,3.75,0.4848619607252185
.BFX,256,1,32,10000.0,4.0,0.5562509824270542
.BFX,256,1,33,17782.794100389227,4.25,0.6658407133969952
.BFX,256,1,34,31622.776601683792,4.5,0.823763411117729
.BFX,256,1,35,56234.13251903491,4.75,1.0298636633211027
.BFX,256,1,36,100000.0,5.0,1.2630566720877312
.BSESN,42,1,0,0.0001,-4.0,0.537534898274434
.BSESN,42,1,1,0.00017782794100389227,-3.75,7.41881277742568
.BSESN,42,1,2,0.00031622776601683794,-3.5,0.497924297516271
.BSESN,42,1,3,0.0005623413251903491,-3.25,0.4930383105563253
.BSESN,42,1,4,0.001,-3.0,0.492743924257884
.BSESN,42,1,5,0.0017782794100389228,-2.75,0.49248973174867827
.BSESN,42,1,6,0.0031622776601683794,-2.5,0.4922644349486294
.BSESN,42,1,7,0.005623413251903491,-2.25,0.49204748324271397
.BSESN,42,1,8,0.01,-2.0,0.49182448305523324
.BSESN,42,1,9,0.01778279410038923,-1.75,0.4915893377468443
.BSESN,42,1,10,0.03162277660168379,-1.5,0.4913473294865757
.BSESN,42,1,11,0.05623413251903491,-1.25,0.4911133485667925
.BSESN,42,1,12,0.1,-1.0,0.4909024826683767
.BSESN,42,1,13,0.1778279410038923,-0.75,0.49071421969967743
.BSESN,42,1,14,0.31622776601683794,-0.5,0.4905278705581666
.BSESN,42,1,15,0.5623413251903491,-0.25,0.4903193278599105
.BSESN,42,1,16,1.0,0.0,0.4900795312448284
.BSESN,42,1,17,1.7782794100389228,0.25,0.4898175513320162
.BSESN,42,1,18,3.1622776601683795,0.5,0.48955325951361295
.BSESN,42,1,19,5.623413251903491,0.75,0.4893099770093794
.BSESN,42,1,20,10.0,1.0,0.4891141437709362
.BSESN,42,1,21,17.78279410038923,1.25,0.4890108808311663
.BSESN,42,1,22,31.622776601683793,1.5,0.4890945518491299
.BSESN,42,1,23,56.23413251903491,1.75,0.4895393387524588
.BSESN,42,1,24,100.0,2.0,0.49063637514047853
.BSESN,42,1,25,177.82794100389228,2.25,0.4928554806584615
.BSESN,42,1,26,316.22776601683796,2.5,0.49686592877192337
.BSESN,42,1,27,562.341325190349,2.75,0.5033963491692816
.BSESN,42,1,28,1000.0,3.0,0.513108953531814
.BSESN,42,1,29,1778.2794100389228,3.25,0.5271776126422405
.BSESN,42,1,30,3162.2776601683795,3.5,0.5490695707975883
.BSESN,42,1,31,5623.413251903491,3.75,0.5867853189850334
.BSESN,42,1,32,10000.0,4.0,0.6533297640900335
.BSESN,42,1,33,17782.794100389227,4.25,0.7617754061941621
.BSESN,42,1,34,31622.776601683792,4.5,0.9130116255356379
.BSESN,42,1,35,56234.13251903491,4.75,1.0862977337336017
.BSESN,42,1,36,100000.0,5.0,1.249049496134261
.BSESN,137,1,0,0.0001,-4.0,0.5742644070878612
.BSESN,137,1,1,0.00017782794100389227,-3.75,0.5446698643050214
.BSESN,137,1,2,0.00031622776601683794,-3.5,0.4992939818431864
.BSESN,137,1,3,0.0005623413251903491,-3.25,0.5558941789200994
.BSESN,137,1,4,0.001,-3.0,0.49643565318164184
.BSESN,137,1,5,0.0017782794100389228,-2.75,0.4966651450291885
.BSESN,137,1,6,0.0031622776601683794,-2.5,0.4965023457508408
.BSESN,137,1,7,0.005623413251903491,-2.25,0.4964385394589365
.BSESN,137,1,8,0.01,-2.0,0.49636525523635866
.BSESN,137,1,9,0.01778279410038923,-1.75,0.49622233331977605
.BSESN,137,1,10,0.03162277660168379,-1.5,0.49597869748877643
.BSESN,137,1,11,0.05623413251903491,-1.25,0.4956372686619629
.BSESN,137,1,12,0.1,-1.0,0.4952340525068702
.BSESN,137,1,13,0.1778279410038923,-0.75,0.49482526349909733
.BSESN,137,1,14,0.31622776601683794,-0.5,0.4944660212738865
.BSESN,137,1,15,0.5623413251903491,-0.25,0.4942032007175915
.BSESN,137,1,16,1.0,0.0,0.4940839918507188
.BSESN,137,1,17,1.7782794100389228,0.25,0.49415724212894235
.BSESN,137,1,18,3.1622776601683795,0.5,0.49446209666498825
.BSESN,137,1,19,5.623413251903491,0.75,0.4950139403124753
.BSESN,137,1,20,10.0,1.0,0.4957932939623993
.BSESN,137,1,21,17.78279410038923,1.25,0.49673659006127957
.BSESN,137,1,22,31.622776601683793,1.5,0.4977436004990576
.BSESN,137,1,23,56.23413251903491,1.75,0.49873489063413645
.BSESN,137,1,24,100.0,2.0,0.49974581714520705
.BSESN,137,1,25,177.82794100389228,2.25,0.5009988531567131
.BSESN,137,1,26,316.22776601683796,2.5,0.5029412242383525
.BSESN,137,1,27,562.341325190349,2.75,0.5063190571889389
.BSESN,137,1,28,1000.0,3.0,0.5125589211780549
.BSESN,137,1,29,1778.2794100389228,3.25,0.5249089824554644
.BSESN,137,1,30,3162.2776601683795,3.5,0.5502841405196167
.BSESN,137,1,31,5623.413251903491,3.75,0.5999762942605217
.BSESN,137,1,32,10000.0,4.0,0.6852654991813282
.BSESN,137,1,33,17782.794100389227,4.25,0.8070269715050382
.BSESN,137,1,34,31622.776601683792,4.5,0.9496452838597156
.BSESN,137,1,35,56234.13251903491,4.75,1.0897111615219373
.BSESN,137,1,36,100000.0,5.0,1.2100097730539663
.BSESN,256,1,0,0.0001,-4.0,0.9118406776329238
.BSESN,256,1,1,0.00017782794100389227,-3.75,0.43577304288077756
.BSESN,256,1,2,0.00031622776601683794,-3.5,2.7215415778275074
.BSESN,256,1,3,0.0005623413251903491,-3.25,0.4322535519555867
.BSESN,256,1,4,0.001,-3.0,0.431701156578711
.BSESN,256,1,5,0.0017782794100389228,-2.75,0.4312077915547439
.BSESN,256,1,6,0.0031622776601683794,-2.5,0.4307243110161943
.BSESN,256,1,7,0.005623413251903491,-2.25,0.4302509904298594
.BSESN,256,1,8,0.01,-2.0,0.429806010918369
.BSESN,256,1,9,0.01778279410038923,-1.75,0.4294030323056861
.BSESN,256,1,10,0.03162277660168379,-1.5,0.4290371883664064
.BSESN,256,1,11,0.05623413251903491,-1.25,0.42868807484621935
.BSESN,256,1,12,0.1,-1.0,0.42833440811838086
.BSESN,256,1,13,0.1778279410038923,-0.75,0.42797253463895063
.BSESN,256,1,14,0.31622776601683794,-0.5,0.42762984806249954
.BSESN,256,1,15,0.5623413251903491,-0.25,0.4273544155877027
.BSESN,256,1,16,1.0,0.0,0.4271788336210748
.BSESN,256,1,17,1.7782794100389228,0.25,0.4270990064919507
.BSESN,256,1,18,3.1622776601683795,0.5,0.42709555650449105
.BSESN,256,1,19,5.623413251903491,0.75,0.42716465530682335
.BSESN,256,1,20,10.0,1.0,0.4273112828136116
.BSESN,256,1,21,17.78279410038923,1.25,0.42751375490999594
.BSESN,256,1,22,31.622776601683793,1.5,0.42772292664022243
.BSESN,256,1,23,56.23413251903491,1.75,0.42791798417580273
.BSESN,256,1,24,100.0,2.0,0.42817032015982653
