key,model,stable,mse_h1,mse_h5,mse_h10,mse_avg
.SPX_s42,Noiseless,True,0.4353274449391706,0.6212959068631422,0.5974538670365072,0.5513590729462733
.SPX_s42,SAS_same_fixedλ,True,0.4610142745844297,0.7886527415147662,1.010208074859741,0.7532916969863123
.SPX_s42,SAS_same_cvλ,True,0.4603083434904438,0.757285872812543,0.9541687255666401,0.723920980623209
.SPX_s42,SAS_diff,True,0.47121590855506795,0.869743415540174,1.2443174351641995,0.8617589197531471
.SPX_s42,SAS_q1,True,0.4370271984389349,0.5765098008660527,0.5153058443590451,0.5096142812213443
.SPX_s42,HAR,True,0.44525101433198405,0.5730140638945111,0.5150367220339869,0.5111006000868273
.SPX_s42,DLinear,True,0.4276294152028866,0.5681032255823736,0.5112019281781682,0.5023115229878096
.SPX_s42,GARCH,True,0.49011985899248295,0.8043530427995133,0.9512313424838693,0.7485680814252885
.SPX_s137,Noiseless,True,0.2624526052044768,0.328319556153983,0.37272557416355895,0.3211659118406729
.SPX_s137,SAS_same_fixedλ,True,0.26545548988851814,0.33829115142178434,0.37386026091020563,0.3258689674068361
.SPX_s137,SAS_same_cvλ,True,0.26602642691904865,0.3438346466631429,0.38852324896818813,0.3327947741834599
.SPX_s137,SAS_diff,True,0.2650447258515696,0.3417316400931374,0.39293109941412047,0.3332358217862758
.SPX_s137,SAS_q1,True,0.27088148031389503,0.3445712843245379,0.40906820955392686,0.3415069913974533
.SPX_s137,HAR,True,0.2736123040740621,0.3461154282447266,0.398955403968425,0.33956104542907123
.SPX_s137,DLinear,True,0.26610351551887584,0.35964887301955584,0.4125145637702649,0.3460889841028989
.SPX_s137,GARCH,True,0.2799682880070911,0.3839597842713333,0.44999009540354534,0.37130605589398996
.SPX_s256,Noiseless,True,0.37455159576938013,0.48187702978853664,0.5138599537646404,0.45676285977418574
.SPX_s256,SAS_same_fixedλ,True,0.3778191565444952,0.48708635160230734,0.5174107347133059,0.46077208095336947
.SPX_s256,SAS_same_cvλ,True,0.37436292937108007,0.476015618273806,0.5212917564401659,0.4572234346950173
.SPX_s256,SAS_diff,True,0.3718861899466996,0.4806061283635942,0.5256770477817875,0.4593897886973604
.SPX_s256,SAS_q1,True,0.3799584951072235,0.4868716279868702,0.5216577207442553,0.46282928127944967
.SPX_s256,HAR,True,0.38027959569522773,0.48265153974905073,0.5139987925543592,0.4589766426662125
.SPX_s256,DLinear,True,0.37734056253308434,0.4955868173578915,0.5230748419277217,0.4653340739395658
.SPX_s256,GARCH,True,0.39468652018331474,0.5302907516825777,0.5477029670267723,0.49089341296422156
