key,model,stable,mse_h1,mse_avg
.SPX_s42,Noiseless,True,0.4669476325149936,0.4669476325149936
.SPX_s42,SAS_same_fixedλ,True,0.48085304507023396,0.48085304507023396
.SPX_s42,SAS_same_cvλ,True,0.4807201416218717,0.4807201416218717
.SPX_s42,SAS_diff,True,0.4694488722363799,0.4694488722363799
.SPX_s42,SAS_q1,True,0.4673627075134575,0.4673627075134575
.SPX_s42,HAR,True,0.47313644503393426,0.47313644503393426
.SPX_s42,DLinear,True,0.4586739874186745,0.4586739874186745
.SPX_s42,GARCH,True,0.5060168005165127,0.5060168005165127
.SPX_s137,Noiseless,True,0.6994674444560779,0.6994674444560779
.SPX_s137,SAS_same_fixedλ,True,0.7054109165759204,0.7054109165759204
.SPX_s137,SAS_same_cvλ,True,0.7060163691297981,0.7060163691297981
.SPX_s137,SAS_diff,True,0.7012136847608195,0.7012136847608195
.SPX_s137,SAS_q1,True,0.7110586699367373,0.7110586699367373
.SPX_s137,HAR,True,0.715176519026875,0.715176519026875
.SPX_s137,DLinear,True,0.7064934879608971,0.7064934879608971
.SPX_s137,GARCH,True,0.7242308554474743,0.7242308554474743
.SPX_s256,Noiseless,True,0.5203487192467243,0.5203487192467243
.SPX_s256,SAS_same_fixedλ,True,0.5218560633944015,0.5218560633944015
.SPX_s256,SAS_same_cvλ,True,0.5163456185380616,0.5163456185380616
.SPX_s256,SAS_diff,True,0.5210071592581237,0.5210071592581237
.SPX_s256,SAS_q1,True,0.5281479492462658,0.5281479492462658
.SPX_s256,HAR,True,0.5302680970906789,0.5302680970906789
.SPX_s256,DLinear,True,0.5273522380789776,0.5273522380789776
.SPX_s256,GARCH,True,0.5506147130117558,0.5506147130117558
