config,h1_count,h1_frac,h5_count,h5_frac,h10_count,h10_frac,total_count,avg_mse,high_var
HAR,19,0.21348314606741572,79,0.8876404494382022,87,0.9775280898876404,185,0.4803532034343288,False
DLinear,11,0.12359550561797752,38,0.42696629213483145,67,0.7528089887640449,116,0.4824536566514405,False
SAS_diff,33,0.3707865168539326,61,0.6853932584269663,45,0.5056179775280899,139,0.4858014477708876,False
SAS_q1,85,0.9550561797752809,84,0.9438202247191011,73,0.8202247191011236,242,0.5234764306220078,True
