key,model,stable,mse_h1,mse_h5,mse_h10,mse_avg
.AEX_s42,HAR,True,0.17678494860206467,0.25222614005975297,0.30919842863399993,0.24606983909860589
.AEX_s42,DLinear,True,0.1762704003980755,0.2520767300338963,0.3093672664817986,0.2459047989712568
.AEX_s42,SAS_diff,True,0.17838751682983794,0.2773624647651866,0.3753540785665822,0.2770346867205356
.AEX_s42,SAS_q1,True,0.1750680798249034,0.24968156941666322,0.3068429461165146,0.24386419845269378
.AEX_s137,HAR,True,0.25313715017827615,0.3735943330548691,0.47112500651180883,0.36595216324831803
.AEX_s137,DLinear,True,0.2540837725137087,0.37714564661824,0.47254278871615546,0.36792406928270144
.AEX_s137,SAS_diff,True,0.2475925075334486,0.42535752079769173,0.5233125838870228,0.39875420407272105
.AEX_s137,SAS_q1,True,0.25097167378568513,0.37382475134065063,0.4726967517106182,0.3658310589456513
.AEX_s256,HAR,True,0.30489633791510895,0.41936470167630985,0.5076318913888882,0.4106309769934357
.AEX_s256,DLinear,True,0.3042931513796604,0.42070443778798905,0.5128609729081783,0.4126195206919426
.AEX_s256,SAS_diff,True,0.3021341066681796,0.424308393480738,0.5267023176575566,0.4177149392688248
.AEX_s256,SAS_q1,True,0.30456373242254403,0.4219542336446134,0.5174070943842477,0.41464168681713504
.AORD_s42,HAR,True,0.4904943154098066,0.5593525880831273,0.6151365716929271,0.5549944917286204
.AORD_s42,DLinear,True,0.4922561476576657,0.5597700069915469,0.6128468437102229,0.5549576661198118
.AORD_s42,SAS_diff,True,0.49310141535133933,0.5674060259384361,0.6263557083742878,0.5622877165546877
.AORD_s42,SAS_q1,True,0.4912069633425286,0.5557421891988026,0.6113958886864639,0.552781680409265
.AORD_s137,HAR,True,0.1460618348622159,0.19942921210089448,0.24818259154961492,0.19789121283757508
.AORD_s137,DLinear,True,0.14663479823937048,0.1988224263531835,0.24638413340930546,0.19728045266728647
.AORD_s137,SAS_diff,True,0.14736394256157698,0.21274608780137969,0.2747612169204978,0.2116237490944848
.AORD_s137,SAS_q1,True,0.14873743381399337,0.2153900786526565,0.2890082563536388,0.21771192294009623
.AORD_s256,HAR,True,0.49534396663041447,0.5766454604945673,0.6323558900489203,0.5681151057246341
.AORD_s256,DLinear,True,0.49803005068487444,0.5816303242895546,0.6410596732441521,0.5735733494061938
.AORD_s256,SAS_diff,True,0.4889698863734039,0.5759292829519368,0.6394392861040528,0.5681128184764644
.AORD_s256,SAS_q1,True,0.4934745697962898,0.5781913344818661,0.6367712616889764,0.5694790553223773
.BFX_s42,HAR,True,0.3649022437769678,0.48324929274003403,0.5860849208715643,0.478078819129522
.BFX_s42,DLinear,True,0.36426649361738844,0.48300249824136227,0.586643531080582,0.47797084097977754
