config,h1_count,h1_frac,total_count,avg_mse,high_var
Noiseless,30,0.5357142857142857,30,0.5083921428058117,False
SAS_same_fixedλ,49,0.875,49,0.5126902878057065,False
SAS_same_cvλ,48,0.8571428571428571,48,0.5129326409245553,False
SAS_diff,28,0.5,28,0.5172823001630448,False
SAS_q1,41,0.7321428571428571,41,0.52133884129285,False
HAR,2,0.03571428571428571,2,0.527112231355738,False
DLinear,1,0.017857142857142856,1,0.52859805176472,False
