sym,dgp_seed,horizon,alpha_idx,alpha,log10_alpha,oos_mse
.BFX,256,1,17,1.7782794100389228,0.25,0.38705252001379775
.BFX,256,1,18,3.1622776601683795,0.5,0.38724980317309615
.BFX,256,1,19,5.623413251903491,0.75,0.387393323033864
.BFX,256,1,20,10.0,1.0,0.3875200363526777
.BFX,256,1,21,17.78279410038923,1.25,0.38768759250197804
.BFX,256,1,22,31.622776601683793,1.5,0.3879606655149302
.BFX,256,1,23,56.23413251903491,1.75,0.3884171992264653
.BFX,256,1,24,100.0,2.0,0.3891860643922251
.BFX,256,1,25,177.82794100389228,2.25,0.39049728764743774
.BFX,256,1,26,316.22776601683796,2.5,0.39272973728459365
.BFX,256,1,27,562.341325190349,2.75,0.39658776743367796
.BFX,256,1,28,1000.0,3.0,0.403631196827496
.BFX,256,1,29,1778.2794100389228,3.25,0.417096299033277
.BFX,256,1,30,3162.2776601683795,3.5,0.44233983039148833
.BFX,256,1,31,5623.413251903491,3.75,0.48638918004821774
.BFX,256,1,32,10000.0,4.0,0.5577544853890244
.BFX,256,1,33,17782.794100389227,4.25,0.6671176531546605
.BFX,256,1,34,31622.776601683792,4.5,0.8247783187987164
.BFX,256,1,35,56234.13251903491,4.75,1.030844909275487
.BFX,256,1,36,100000.0,5.0,1.2643393466967956
.BSESN,42,1,0,0.0001,-4.0,0.6076652367749174
.BSESN,42,1,1,0.00017782794100389227,-3.75,0.8097469794359716
.BSESN,42,1,2,0.00031622776601683794,-3.5,0.5060650680093438
.BSESN,42,1,3,0.0005623413251903491,-3.25,0.5017779014715762
.BSESN,42,1,4,0.001,-3.0,0.5014706341280679
.BSESN,42,1,5,0.0017782794100389228,-2.75,0.5011068716426468
.BSESN,42,1,6,0.0031622776601683794,-2.5,0.5007776670344314
.BSESN,42,1,7,0.005623413251903491,-2.25,0.5004775017321964
.BSESN,42,1,8,0.01,-2.0,0.5001943092358794
.BSESN,42,1,9,0.01778279410038923,-1.75,0.4999202248153783
.BSESN,42,1,10,0.03162277660168379,-1.5,0.49965651618348766
.BSESN,42,1,11,0.05623413251903491,-1.25,0.4994124477548359
.BSESN,42,1,12,0.1,-1.0,0.49919676607145946
.BSESN,42,1,13,0.1778279410038923,-0.75,0.49900375917700146
.BSESN,42,1,14,0.31622776601683794,-0.5,0.49880866951507374
.BSESN,42,1,15,0.5623413251903491,-0.25,0.49858372137988316
.BSESN,42,1,16,1.0,0.0,0.498318390728034
.BSESN,42,1,17,1.7782794100389228,0.25,0.49802447342327705
.BSESN,42,1,18,3.1622776601683795,0.5,0.49772818277461617
.BSESN,42,1,19,5.623413251903491,0.75,0.49746058328201287
.BSESN,42,1,20,10.0,1.0,0.4972542781524956
.BSESN,42,1,21,17.78279410038923,1.25,0.4971559980237078
.BSESN,42,1,22,31.622776601683793,1.5,0.4972579546478453
.BSESN,42,1,23,56.23413251903491,1.75,0.4977352967202862
