key,model,stable,mse_h1,mse_avg
.AEX_s42,SAS_same_fixedλ,True,0.4217012991439736,0.4217012991439736
.AEX_s42,SAS_same_cvλ,True,0.42602478206480865,0.42602478206480865
.AEX_s42,SAS_diff,True,0.41959360579564575,0.41959360579564575
.AEX_s42,SAS_q1,True,0.42458329035278386,0.42458329035278386
.AEX_s42,HAR,True,0.42668458769268935,0.42668458769268935
.AEX_s42,DLinear,True,0.4275083842879588,0.4275083842879588
.AEX_s42,GARCH,True,0.43373361997801224,0.43373361997801224
.AEX_s42,Noiseless,True,0.41499793411459357,0.41499793411459357
.AORD_s42,SAS_same_fixedλ,True,0.7268147619413801,0.7268147619413801
.AORD_s42,SAS_same_cvλ,True,0.7259868676741127,0.7259868676741127
.AORD_s42,SAS_diff,True,0.7279317992080923,0.7279317992080923
.AORD_s42,SAS_q1,True,0.7268140695054901,0.7268140695054901
.AORD_s42,HAR,True,0.7307126571723295,0.7307126571723295
.AORD_s42,DLinear,True,0.7295977403710495,0.7295977403710495
.AORD_s42,GARCH,True,0.7506980052907734,0.7506980052907734
.AORD_s42,Noiseless,True,0.7197621936272748,0.7197621936272748
.AORD_s137,SAS_same_fixedλ,True,0.7307000802386373,0.7307000802386373
.AORD_s137,SAS_same_cvλ,True,0.7320715874366487,0.7320715874366487
.AORD_s137,SAS_diff,True,0.731974282235262,0.731974282235262
.AORD_s137,SAS_q1,True,0.7361922233505296,0.7361922233505296
.AORD_s137,HAR,True,0.7395380337938963,0.7395380337938963
.AORD_s137,DLinear,True,0.7474101477310555,0.7474101477310555
.AORD_s137,GARCH,True,0.7507387104120032,0.7507387104120032
.AORD_s137,Noiseless,True,0.7283979126297502,0.7283979126297502
.AORD_s256,SAS_same_fixedλ,True,0.629554747360626,0.629554747360626
.AORD_s256,SAS_same_cvλ,True,0.6298636023378609,0.6298636023378609
.AORD_s256,SAS_diff,True,0.6316638268109338,0.6316638268109338
.AORD_s256,SAS_q1,True,0.6426436109708794,0.6426436109708794
.AORD_s256,HAR,True,0.6427820084397459,0.6427820084397459
.AORD_s256,DLinear,True,0.6420092103638322,0.6420092103638322
.AORD_s256,GARCH,True,0.6527060392341121,0.6527060392341121
.AORD_s256,Noiseless,True,0.6292270712073688,0.6292270712073688
.BFX_s42,SAS_same_fixedλ,True,0.44564207220303853,0.44564207220303853
.BFX_s42,SAS_same_cvλ,True,0.44564858994531714,0.44564858994531714
.BFX_s42,SAS_diff,True,0.4455351899457141,0.4455351899457141
.BFX_s42,SAS_q1,True,0.4476324242456937,0.4476324242456937
.BFX_s42,HAR,True,0.45081837937934555,0.45081837937934555
.BFX_s42,DLinear,True,0.4509646800594134,0.4509646800594134
.BFX_s42,GARCH,True,0.45512071712353575,0.45512071712353575
.BFX_s42,Noiseless,True,0.440992762458671,0.440992762458671
.BFX_s137,SAS_same_fixedλ,True,0.4490630886925838,0.4490630886925838
.BFX_s137,SAS_same_cvλ,True,0.4498335308870644,0.4498335308870644
.BFX_s137,SAS_diff,True,0.44940610513653395,0.44940610513653395
.BFX_s137,SAS_q1,True,0.45157124124271336,0.45157124124271336
.BFX_s137,HAR,True,0.45395948541794184,0.45395948541794184
.BFX_s137,DLinear,True,0.4586879750523447,0.4586879750523447
.BFX_s137,GARCH,True,0.45608494609242467,0.45608494609242467
.BFX_s137,Noiseless,True,0.4472454924579906,0.4472454924579906
.BFX_s256,SAS_same_fixedλ,True,0.38541660551038653,0.38541660551038653
.BFX_s256,SAS_same_cvλ,True,0.38799388129522877,0.38799388129522877
.BFX_s256,SAS_diff,True,0.38591873651670383,0.38591873651670383
.BFX_s256,SAS_q1,True,0.40069061298359376,0.40069061298359376
.BFX_s256,HAR,True,0.3972816188070817,0.3972816188070817
.BFX_s256,DLinear,True,0.39776108677258554,0.39776108677258554
.BFX_s256,GARCH,True,0.3996980550477644,0.3996980550477644
