config,h1_count,h1_frac,total_count,avg_mse,high_var
Noiseless,34,0.4722222222222222,34,0.5052128830866037,False
SAS_same_fixedλ,61,0.8472222222222222,61,0.4956204541303241,False
SAS_same_cvλ,59,0.8194444444444444,59,0.5050581601821682,False
SAS_diff,33,0.4583333333333333,33,0.4971007067235465,False
SAS_q1,48,0.6666666666666666,48,0.5068558823556697,False
HAR,3,0.041666666666666664,3,0.5032523434570781,False
DLinear,2,0.027777777777777776,2,0.504710089367399,False
