symbol,model,stable,mse_h1,mse_h5,mse_h10,mse_avg
.AEX,HAR,True,0.25656142511338176,0.39566431480569947,0.4955905023133471,0.3826054140774761
.AEX,SAS_q1_noclip,True,0.2551313330938861,0.3947410805837805,0.4913637622794558,0.3804120586523741
.AEX,SAS_q1_clip4,True,0.25542742342165836,0.4455044291099342,0.49603570752682885,0.39898918668614053
.AEX,SAS_q2_noclip,True,0.2548432505160245,0.3944372408641597,0.4875908896098282,0.3789571269966708
.AEX,SAS_q2_clip4,True,0.25563828806665834,0.4936101353439451,0.4918834255027622,0.4137106163044552
.AEX,SAS_q3_noclip,True,0.2584652032185012,0.3927811037857896,0.4937210181840615,0.3816557750627841
.AEX,SAS_q3_clip4,True,0.2573162126332287,0.395410230554948,0.49232277688893966,0.3816830733590388
.AORD,HAR,True,0.3574715977072971,0.4351084277853721,0.5001015930386624,0.43089387284377717
.AORD,SAS_q1_noclip,True,0.35292043113446914,0.43370277100570204,0.4921583027321519,0.42626050162410767
.AORD,SAS_q1_clip4,True,0.36451429137853986,0.43117802692541807,0.49691603413978946,0.4308694508145825
.AORD,SAS_q2_noclip,True,0.35280893788075046,0.4370912758777722,0.5015555169020004,0.43048524355350776
.AORD,SAS_q2_clip4,True,0.3527977823704697,0.4336666913971213,0.4976942094693673,0.4280528944123194
.AORD,SAS_q3_noclip,True,0.35331775993913783,0.4388904660471466,0.5050180628410246,0.4324087629424363
.AORD,SAS_q3_clip4,True,0.35193291535922444,0.4350836319457038,0.5005281047915363,0.42918155069882147
.BFX,HAR,True,0.2298252525446828,0.3473565272037221,0.4317992154211526,0.3363269983898525
.BFX,SAS_q1_noclip,True,0.23114035571867153,0.3451128146167274,0.4241895342597622,0.3334809015317204
.BFX,SAS_q1_clip4,True,0.23020819082924143,0.3463707604695683,0.4258875747836553,0.334155508694155
.BFX,SAS_q2_noclip,True,0.22885498813550229,0.3461450970687425,0.4233646866716915,0.33278825729197875
.BFX,SAS_q2_clip4,True,0.23004309290812483,0.3451173279549834,0.4241960036258108,0.333118808162973
.BFX,SAS_q3_noclip,True,0.2298554824956989,0.3460999537557085,0.42726604166752824,0.3344071593063119
.BFX,SAS_q3_clip4,True,0.22895183865899837,0.3460053086863033,0.4230830628156585,0.3326800700536534
.BSESN,HAR,True,0.26293136487029023,0.3651792217821351,0.4041407344912835,0.3440837737145696
.BSESN,SAS_q1_noclip,True,0.2605571782339528,0.3665654155880449,0.39698409915420185,0.34136889765873324
.BSESN,SAS_q1_clip4,True,0.2601027499624914,0.36143919623394655,0.39536201077807187,0.33896798565817
.BSESN,SAS_q2_noclip,True,0.26063498772098825,0.3600970799811157,0.3960539683628207,0.33892867868830817
.BSESN,SAS_q2_clip4,True,0.2594779384718549,0.3617185812395677,0.3969175476914655,0.3393713558009627
.BSESN,SAS_q3_noclip,True,0.2600528356707754,0.3578353707769025,0.3972560128189609,0.33838140642221287
.BSESN,SAS_q3_clip4,True,0.2594201083649428,0.3609933637637303,0.3973033092721925,0.33923892713362186
.BVSP,HAR,False,0.26887112835259225,0.38744836109937086,0.46347533451770573,0.3732649413232229
.BVSP,SAS_q1_noclip,False,0.26766876241165066,0.3819142556202066,0.47575713512475404,0.37511338438553715
.BVSP,SAS_q1_clip4,False,0.2696112025203838,0.41051081325216593,4.264342377302797,1.648154797691782
.BVSP,SAS_q2_noclip,False,0.26820860086596604,0.3802954949301897,0.4517484428576113,0.36675084621792237
.BVSP,SAS_q2_clip4,False,0.2667461823911361,0.37750388550347447,0.45125873547729456,0.3651696011239684
.BVSP,SAS_q3_noclip,False,0.27011040866696157,0.388772584298036,0.4644869880276246,0.37445666033087405
.BVSP,SAS_q3_clip4,False,0.2667856153014641,0.3774268977473242,0.45125332376357985,0.3651552789374561
.DJI,HAR,True,0.4487716788314514,0.649764460603673,0.7640776948846825,0.6208712781066024
.DJI,SAS_q1_noclip,True,0.44479590901684746,0.648620751957531,0.7740400644149869,0.6224855751297884
.DJI,SAS_q1_clip4,True,0.47388728430581634,0.6515323063942108,0.7574841901149689,0.6276345936049986
.DJI,SAS_q2_noclip,True,0.4464363070235518,0.6574433256904781,0.7744271458058053,0.6261022595066117
.DJI,SAS_q2_clip4,True,0.4474248652304878,0.6474931762968592,0.7550116131141829,0.6166432182138433
.DJI,SAS_q3_noclip,True,0.4505154006121837,0.6670494461915032,0.7965511097922884,0.6380386521986584
.DJI,SAS_q3_clip4,True,0.44388894645020177,0.6636013791775617,0.7937779618872332,0.6337560958383323
.FCHI,HAR,True,0.25994220726287554,0.3886841916399486,0.48011169392655734,0.3762460309431272
.FCHI,SAS_q1_noclip,True,0.2582308891479539,0.3877960474606148,0.48543824552912634,0.37715506071256505
.FCHI,SAS_q1_clip4,True,0.26297149447837875,0.3911091187689106,0.4801587178837669,0.37807977704368545
.FCHI,SAS_q2_noclip,True,0.2581098248366662,0.3888906615346482,0.47812683410506124,0.3750424401587919
.FCHI,SAS_q2_clip4,True,0.2883610018042579,0.3914980913362664,0.47571720035481696,0.38519209783178043
.FCHI,SAS_q3_noclip,True,0.26067890691139606,0.3913723590765896,0.4897408925282079,0.38059738617206457
.FCHI,SAS_q3_clip4,True,0.2588774138442011,0.3883610950846841,0.4795849519397439,0.37560782028954304
.FTMIB,HAR,True,0.28965159069546104,0.4307043643078892,0.5333930446186097,0.41791633320731997
.FTMIB,SAS_q1_noclip,True,0.2936489334534299,0.43407684554764253,0.5415245990730194,0.42308345935803066
.FTMIB,SAS_q1_clip4,True,0.28348100359139095,0.43123789398064283,0.5339969380192695,0.41623861186376776
.FTMIB,SAS_q2_noclip,True,0.3008623044017438,0.4721689050771565,0.6162772587324571,0.46310282273711917
.FTMIB,SAS_q2_clip4,True,0.29104805361430564,0.44954780245889076,0.5632915588810568,0.4346291383180844
.FTMIB,SAS_q3_noclip,True,0.30400957692970876,0.5273329410060048,0.6365538286157981,0.4892987821838372
.FTMIB,SAS_q3_clip4,True,0.2934604761380761,0.45152778352257067,0.563411441112607,0.4361332335910846
.FTSE,HAR,True,0.34627833592432883,0.4606392457957094,0.5460607735480063,0.4509927850893482
.FTSE,SAS_q1_noclip,True,0.3445321436903655,0.46137745588977647,0.544049728374141,0.4499864426514277
.FTSE,SAS_q1_clip4,True,0.5334352978742618,0.46892155535717805,0.5443264895303352,0.515561114253925
.FTSE,SAS_q2_noclip,True,0.3440377769650897,0.463057170690132,0.5454317572174612,0.450842234957561
.FTSE,SAS_q2_clip4,True,0.34442198293192067,0.46492117104085984,0.561034001115203,0.4567923850293278
.FTSE,SAS_q3_noclip,True,0.34596938647257264,0.46414917865053146,0.5498404653423958,0.4533196768218333
.FTSE,SAS_q3_clip4,True,0.3441622828157651,0.46039261580688495,0.5414667186790361,0.4486738724338954
.GDAXI,HAR,True,0.2804153160789876,0.4067641414898599,0.4917077239639106,0.39296239384425274
.GDAXI,SAS_q1_noclip,True,0.27888165134102055,0.4069229052396131,0.49003258804636485,0.39194571487566615
.GDAXI,SAS_q1_clip4,True,0.2792144204736549,0.40852814369393214,0.8496767645683424,0.5124731095786431
.GDAXI,SAS_q2_noclip,True,0.27842221763969227,0.4084039217436717,0.48981933369517683,0.3922151576928469
.GDAXI,SAS_q2_clip4,True,0.2801404156034943,0.40708545281577146,0.4876728845696823,0.3916329176629827
.GDAXI,SAS_q3_noclip,True,0.2821117359198242,0.4203074389652913,0.49589464602548855,0.3994379403035347
.GDAXI,SAS_q3_clip4,True,0.279474950261401,0.40599999825639227,0.4897457294035464,0.3917402259737799
.GSPTSE,HAR,True,0.3951558968857003,0.4980338604442367,0.5489007215176622,0.4806968262825331
.GSPTSE,SAS_q1_noclip,True,0.389714492290543,0.49294111456012596,0.5543850761133862,0.4790135609880184
.GSPTSE,SAS_q1_clip4,True,0.39055239641796247,0.5212687088137912,0.5462590600840916,0.48602672177194844
.GSPTSE,SAS_q2_noclip,True,0.3914447781566432,0.49795515879372093,0.5522434355711886,0.4805477908405176
.GSPTSE,SAS_q2_clip4,True,0.3905332685882997,0.4915675413918127,0.5507220929146649,0.47760763429825914
.GSPTSE,SAS_q3_noclip,True,0.39241439466268024,0.4936450656352863,0.5474908433876413,0.47785010122853594
.GSPTSE,SAS_q3_clip4,True,0.389604833116875,0.4914715326822926,0.5408585331257595,0.4739782996416424
.HSI,HAR,True,0.25336309540367963,0.32215091826857273,0.36115550390967305,0.3122231725273084
.HSI,SAS_q1_noclip,True,0.2509546742835637,0.3241778456517146,0.3623318736739772,0.31248813120308516
.HSI,SAS_q1_clip4,True,0.5731729673862679,0.32022152272049736,0.35961222135770476,0.41766890382149
.HSI,SAS_q2_noclip,True,0.24783168119739224,0.31787693666983813,0.35769581184548854,0.3078014765709063
.HSI,SAS_q2_clip4,True,0.24827088288305119,0.32709840522656336,0.3602195101508807,0.3118629327534984
.HSI,SAS_q3_noclip,True,0.2485365548360573,0.3245794284959955,0.3753700814896538,0.31616202160723555
.HSI,SAS_q3_clip4,True,0.24824495755863427,0.3187791227728931,0.3636328386480222,0.3102189729931832
.IBEX,HAR,False,0.25162088776906405,0.386137721898327,0.47235403529812664,0.3700375483218392
