key,model,stable,mse_h1,mse_h5,mse_h10,mse_avg
.BFX_s137,HAR,True,0.4258234783587953,0.5578424386005977,0.6632377221739956,0.5489678797111295
.BFX_s137,NLinear,True,0.43595226620005006,0.582427173989138,0.7016520833552576,0.5733438411814819
.BFX_s137,DLinear,True,0.4296835733294797,0.5641802356013013,0.6685268556565551,0.5541302215291121
.BFX_s137,GARCH,True,0.4309507208774929,0.5766525577500865,0.7003329103131201,0.5693120629802332
.BFX_s137,SAS_same,True,0.4199892716571479,0.5602467342408225,0.672888845983173,0.5510416172937145
.BFX_s137,SAS_diff,True,0.41989342896617904,0.5590301777243876,0.6861017264893896,0.5550084443933188
.BFX_s137,SAS_q1,True,0.4231250063937945,0.7161797393209494,0.6704932831152377,0.6032660096099939
.BFX_s256,HAR,True,0.3331345865178697,0.43874121441287356,0.5265319737649509,0.4328025915652314
.BFX_s256,NLinear,True,0.3360956032129689,0.45003152331092644,0.5509757902289621,0.44570097225095245
.BFX_s256,DLinear,True,0.3328851056725232,0.4399295381993212,0.5296186969627462,0.4341444469448635
.BFX_s256,GARCH,True,0.33672547078999343,0.45293598749971037,0.5506125961278905,0.44675801813919813
.BFX_s256,SAS_same,True,0.327778576208522,0.4355317983987343,0.5283216593722327,0.4305440113264963
.BFX_s256,SAS_diff,True,0.32792655107066415,0.43700091682669556,0.5291351601332009,0.43135420934352026
.BFX_s256,SAS_q1,True,0.3314965847346088,0.43771887656515707,0.5299430882120493,0.4330528498372717
.BSESN_s42,HAR,True,0.4281100357955794,0.5264914047759611,0.5766351232416707,0.510412187937737
.BSESN_s42,NLinear,True,0.42904081531995575,0.5297670584094117,0.5832831336796879,0.5140303358030184
.BSESN_s42,DLinear,True,0.42724430517053835,0.5292692750147738,0.5830297839859432,0.5131811213904185
.BSESN_s42,GARCH,True,0.44832528186351117,0.6080707131134411,0.7376682446837952,0.5980214132202492
.BSESN_s42,SAS_same,True,0.4289556407675152,0.5295724288173513,0.5822938771671837,0.5136073155840167
.BSESN_s42,SAS_diff,True,0.42998270897036206,0.5342363177205159,0.5829973364338472,0.5157387877082417
.BSESN_s42,SAS_q1,True,0.4253195662495031,0.536363949002587,0.5788767686810675,0.5135200946443859
.BSESN_s137,HAR,True,0.33309932091006605,0.3975894452715915,0.4543098026211148,0.3949995229342575
.BSESN_s137,NLinear,True,0.33950407140979705,0.40659255110050263,0.4667184308937462,0.40427168446801526
.BSESN_s137,DLinear,True,0.3350108868592825,0.4009348115921532,0.45813561992208596,0.39802710612450715
.BSESN_s137,GARCH,True,0.34211440006596416,0.4270973351073427,0.5029042881031095,0.4240386744254721
.BSESN_s137,SAS_same,True,0.3283168122341915,0.39374178482503003,0.4459836641948727,0.3893474204180314
.BSESN_s137,SAS_diff,True,0.32902066734755936,0.3966648550249157,0.4494041262241326,0.3916965495322026
.BSESN_s137,SAS_q1,True,0.33044854414931063,0.39481998914305577,0.47786361041130476,0.4010440479012238
.BSESN_s256,HAR,True,0.40309044451786336,0.5048358398954075,0.5850521160606227,0.4976594668246312
.BSESN_s256,NLinear,True,0.40886006433203403,0.5195392573492746,0.6130774616082052,0.513825594429838
.BSESN_s256,DLinear,True,0.40385148160714635,0.5070327909044965,0.5890352309738782,0.49997316782850704
.BSESN_s256,GARCH,True,0.4112729233282661,0.5276421278053296,0.6216863112870095,0.5202004541402018
.BSESN_s256,SAS_same,True,0.39775505796321114,0.49941098011719826,0.5832894705492824,0.4934851695432306
.BSESN_s256,SAS_diff,True,0.39767870587090254,0.5003366781855622,0.5841995362993064,0.49407164011859034
.BSESN_s256,SAS_q1,True,0.4014977122251574,0.9262761056218937,0.5874201032235958,0.6383979736902156
.BVSP_s42,HAR,True,0.5212223489181457,0.6514700845163591,0.7554736686941945,0.6427220340428997
.BVSP_s42,NLinear,True,0.5316407658084668,0.6764380139195444,0.8112970756576737,0.6731252851285615
.BVSP_s42,DLinear,True,0.5226204638897181,0.6524508004353801,0.7541556358505519,0.6430756333918833
.BVSP_s42,GARCH,True,0.5280723767760578,0.6653385365897878,0.7838948003542754,0.6591019045733737
.BVSP_s42,SAS_same,True,0.5225978241321247,0.6550692028766857,0.7543642774712668,0.6440104348266923
.BVSP_s42,SAS_diff,True,0.5230961220477768,0.6546151202627929,0.7609753296279931,0.6462288573128543
.BVSP_s42,SAS_q1,True,0.5227518744219576,0.649517672984088,0.7513748412942332,0.6412147962334263
.BVSP_s137,HAR,True,0.622118338046079,0.6635064110366888,0.6661231464421772,0.6505826318416483
.BVSP_s137,NLinear,True,0.6499520700565158,0.7086992354796824,0.7233597383449888,0.694003681293729
.BVSP_s137,DLinear,True,0.6286431751381413,0.6675886300499293,0.66955760157391,0.6552631355873269
.BVSP_s137,GARCH,True,0.6312507820521247,0.6742930437022776,0.6753067020272282,0.6602835092605436
.BVSP_s137,SAS_same,True,0.6285014503500341,0.6663054705688236,0.6640789042960706,0.6529619417383095
.BVSP_s137,SAS_diff,True,0.6290413934099041,0.6694379559489704,0.6661783558384428,0.6548859017324391
.BVSP_s137,SAS_q1,True,0.6211870912055684,0.6605937522766194,0.6652162650596791,0.6489990361806223
.BVSP_s256,HAR,True,0.482669372579458,0.5917830570285396,0.6793285302400011,0.5845936532826662
.BVSP_s256,NLinear,True,0.4898064337360528,0.6110177522940273,0.716343680547551,0.6057226221925437
.BVSP_s256,DLinear,True,0.4825407079776792,0.5951551926861173,0.6858019069992723,0.5878326025543563
.BVSP_s256,GARCH,True,0.49009534351704886,0.6181373288301367,0.7300401264783797,0.6127575996085217
.BVSP_s256,SAS_same,True,0.4785210884310867,0.5917044541420319,0.6853891084640696,0.5852048836790628
.BVSP_s256,SAS_diff,True,0.47810138198842367,0.5893669599975011,0.6833450547703791,0.5836044655854346
.BVSP_s256,SAS_q1,True,0.47949979313605806,0.5901367418132916,0.6824967873856173,0.5840444407783223
.DJI_s42,HAR,True,0.4052787384592704,0.5188514994498937,0.5961556001292212,0.5067619460127951
.DJI_s42,NLinear,True,0.40729367005035544,0.5253396828419119,0.613200486137614,0.5152779463432938
.DJI_s42,DLinear,True,0.4048871175278367,0.5192989974489625,0.5985011805483395,0.5075624318417128
.DJI_s42,GARCH,True,0.4153899702205386,0.5548219705265025,0.6713311266850731,0.5471810224773713
.DJI_s42,SAS_same,True,0.4077510434617942,0.5200338313934729,0.599228123148079,0.5090043326677821
.DJI_s42,SAS_diff,True,0.4066697625293784,0.5238735857921409,0.6162402550907329,0.5155945344707508
.DJI_s42,SAS_q1,True,0.4038280864847869,0.5156912891505723,0.5915274107704906,0.5036822621352833
.DJI_s137,HAR,True,0.2859698174760309,0.35683067282960435,0.4216090897245752,0.3548031933434035
.DJI_s137,NLinear,True,0.2908742187543124,0.36472364314522526,0.4348613407554414,0.363486400884993
.DJI_s137,DLinear,True,0.28845719871929043,0.35929303873630203,0.4246097410576307,0.3574533261710744
.DJI_s137,GARCH,True,0.2918317843055582,0.37421827376116173,0.45117345369242956,0.37240783725304977
.DJI_s137,SAS_same,True,0.28469401379680814,0.35450781122984243,0.41538058656123006,0.3515274705292935
.DJI_s137,SAS_diff,True,0.2849202071520315,0.3539078356972334,0.41537962274772,0.351402555198995
.DJI_s137,SAS_q1,True,0.284962831797381,0.3547517729495949,0.4149534777941648,0.35155602751371356
.DJI_s256,HAR,True,0.35180310795331804,0.4477517295900181,0.5234858412123004,0.4410135595852121
.DJI_s256,NLinear,True,0.354381429075261,0.45756000443775907,0.5443089154059492,0.4520834496396564
.DJI_s256,DLinear,True,0.3519046784357273,0.44922043837644887,0.5273125145851331,0.44281254379910306
.DJI_s256,GARCH,True,0.3573127413273693,0.467354338465096,0.556392654539547,0.46035324477733747
.DJI_s256,SAS_same,True,0.34844373794716943,0.44534870325257914,0.5284255097462005,0.44073931698198304
.DJI_s256,SAS_diff,True,0.3485900420167682,0.44661726476784125,0.5283638449796436,0.4411903839214177
.DJI_s256,SAS_q1,True,0.3494478168354342,0.44726222440269015,0.5269689612854375,0.44122633417452056
.FCHI_s42,HAR,True,0.3407899480556674,0.4532992540644827,0.541164076031418,0.44508442605052273
.FCHI_s42,NLinear,True,0.3427595858221402,0.4581125727193713,0.5547231692949331,0.4518651092788149
.FCHI_s42,DLinear,True,0.3401619990447437,0.45395660335504584,0.5442426731687383,0.4461204251895093
.FCHI_s42,GARCH,True,0.34788373543860196,0.4817217064495249,0.6046842650937877,0.4780965689939715
.FCHI_s42,SAS_same,True,0.3413349311724996,0.45880399425892016,0.5529632813502967,0.4510340689272388
.FCHI_s42,SAS_diff,True,0.34080905699379443,0.4623132451138845,0.5608519385157292,0.4546580802078027
.FCHI_s42,SAS_q1,True,0.340758467562056,0.4570762545115359,0.5621148609998666,0.4533165276911529
.FCHI_s137,HAR,True,0.37688911734138475,0.5064366791204918,0.6184933253314666,0.5006063739311144
.FCHI_s137,NLinear,True,0.3845321512191175,0.5262538358696508,0.6499176503748368,0.5202345458212018
.FCHI_s137,DLinear,True,0.37883011484752743,0.5115141593811304,0.6224613517185603,0.5042685419824061
.FCHI_s137,GARCH,True,0.3798132292904125,0.5217414946704048,0.6514077759635715,0.5176541666414629
.FCHI_s137,SAS_same,True,0.3726130337639798,0.5082221793031698,0.6291394217478433,0.5033248782716643
.FCHI_s137,SAS_diff,True,0.3729867163505383,0.5081932530870105,0.6335934354882791,0.5049244683086093
.FCHI_s137,SAS_q1,True,0.3738763530539464,0.5072685169334165,0.6168377248067313,0.4993275315980314
.FCHI_s256,HAR,True,0.32116123084763454,0.4325172857142157,0.5280521704015413,0.42724356232113053
.FCHI_s256,NLinear,True,0.32487653844800685,0.44367675203893503,0.5517460057596713,0.4400997654155377
.FCHI_s256,DLinear,True,0.3214377311086505,0.4335797558026625,0.5310409176505846,0.42868613485396584
.FCHI_s256,GARCH,True,0.3245684285487328,0.44398190994905423,0.5487834305965594,0.43911125636478215
.FCHI_s256,SAS_same,True,0.3161881577188727,0.423478029848574,0.519723802360227,0.41979666330922455
.FCHI_s256,SAS_diff,True,0.3163624639396928,0.42614859769183444,0.5238402207223384,0.4221170941179552
.FCHI_s256,SAS_q1,True,0.3186192758026339,0.44223114201172986,0.6360143678539504,0.4656215952227714
.FTMIB_s42,HAR,True,0.49386321005663936,0.6143256646739479,0.7045849668484893,0.6042579471930255
.FTMIB_s42,NLinear,True,0.5006025975311195,0.6296695045958705,0.7395300139048471,0.6232673720106123
.FTMIB_s42,DLinear,True,0.49256556165672527,0.6141245311010671,0.7029506599702374,0.6032135842426767
.FTMIB_s42,GARCH,True,0.5032158988418296,0.6419173945711281,0.7553297898725638,0.6334876944285072
.FTMIB_s42,SAS_same,True,0.4929319535209085,0.6180893090710976,0.7048140548244989,0.605278439138835
.FTMIB_s42,SAS_diff,True,0.4935218880051769,0.6189003635601957,0.7098895214059984,0.6074372576571236
.FTMIB_s42,SAS_q1,True,0.4920894919783152,0.6136286603278672,0.7025517639590197,0.6027566387550674
.FTMIB_s137,HAR,True,0.5642277727576976,0.6526959566405051,0.6908402717392745,0.6359213337124924
.FTMIB_s137,NLinear,True,0.5771996925436738,0.6657705764276405,0.7098692912764221,0.6509465200825787
.FTMIB_s137,DLinear,True,0.5685173104998554,0.6616968297902874,0.7013886002048992,0.643867580165014
.FTMIB_s137,GARCH,True,0.5729026665184321,0.6699874295742035,0.7003407923029255,0.647743629465187
.FTMIB_s137,SAS_same,True,0.5615192184476473,0.6523892569429929,0.6873107526052489,0.6337397426652963
.FTMIB_s137,SAS_diff,True,0.5596350255764923,0.6504356137119488,0.6893098584164448,0.6331268325682953
.FTMIB_s137,SAS_q1,True,0.560557997146465,0.6871517407258727,0.6863654288936729,0.6446917222553369
.FTMIB_s256,HAR,True,0.44364510898867765,0.5494274200377571,0.6370330385434236,0.5433685225232862
.FTMIB_s256,NLinear,True,0.45015064288796613,0.5662820114888292,0.6707968811113276,0.5624098451627076
.FTMIB_s256,DLinear,True,0.4438310509561172,0.5517344115837636,0.6423932112787848,0.5459862246062218
.FTMIB_s256,GARCH,True,0.4511805028134809,0.5720442449953481,0.6789351775120852,0.5673866417736381
.FTMIB_s256,SAS_same,True,0.4401378593384591,0.5483690055052552,0.6426046863592421,0.5437038504009855
.FTMIB_s256,SAS_diff,True,0.43978294268067636,0.5494517356823716,0.6414802505371587,0.5435716429667355
.FTMIB_s256,SAS_q1,True,0.4416636149822796,0.5479495470951948,0.6411488583447558,0.5435873401407434
.FTSE_s42,HAR,True,0.42443387171608915,0.5217411845637402,0.5945809954631095,0.5135853505809796
.FTSE_s42,NLinear,True,0.4267384126122177,0.5274780417165765,0.6099193811510234,0.5213786118266058
.FTSE_s42,DLinear,True,0.4239783781460817,0.5222329838529756,0.5957046932264812,0.5139720184085128
.FTSE_s42,GARCH,True,0.4358735189673599,0.5579813911692454,0.6681314751868433,0.5539954617744828
.FTSE_s42,SAS_same,True,0.4238737124929617,0.5198379829949193,0.5960010499866042,0.5132375818248284
.FTSE_s42,SAS_diff,True,0.42448805987678656,0.5255173304467174,0.6136594814716342,0.5212216239317127
.FTSE_s42,SAS_q1,True,0.42279879956793653,0.5208014808931481,0.5901266496136287,0.5112423100249045
.FTSE_s137,HAR,True,0.3806861490014208,0.4639601365206649,0.5414966167009684,0.46204763407435134
.FTSE_s137,NLinear,True,0.38708341465019647,0.4761153627760091,0.5598871895611311,0.4743619889957789
.FTSE_s137,DLinear,True,0.3832981504464652,0.46826797568391154,0.5453226616067588,0.46562959591237857
.FTSE_s137,GARCH,True,0.3871275878439451,0.48595751032737966,0.5783397489945213,0.4838082823886154
.FTSE_s137,SAS_same,True,0.3766448991124208,0.46333602543766955,0.5395883830879888,0.4598564358793597
.FTSE_s137,SAS_diff,True,0.3768903282449738,0.4716539861491906,0.5401713446744101,0.46290521968952486
.FTSE_s137,SAS_q1,True,0.37849123607764434,0.46162173993306177,0.5371221472723775,0.4590783744276945
.FTSE_s256,HAR,True,0.35745730372511764,0.44053539126856867,0.5131864102813166,0.43705970175833436
.FTSE_s256,NLinear,True,0.36028670267128465,0.4493933731702901,0.5324728436504343,0.4473843064973364
.FTSE_s256,DLinear,True,0.35749036810680435,0.44211733541049514,0.5169470358430899,0.43885157978679645
.FTSE_s256,GARCH,True,0.3636957797029738,0.46032599805020946,0.5455394710443753,0.4565204162658529
.FTSE_s256,SAS_same,True,0.35366309455037725,0.4382204076476631,0.5179756106770254,0.43661970429168856
.FTSE_s256,SAS_diff,True,0.35372631501395313,0.439449805494018,0.5170653136371559,0.43674714471504233
.FTSE_s256,SAS_q1,True,0.3557651269535716,0.44093091984314203,0.5177666330909079,0.43815422662920717
.GDAXI_s42,HAR,True,0.24909798178847156,0.32093818310761735,0.3741106740753004,0.3147156129904631
.GDAXI_s42,NLinear,True,0.24912174378155705,0.32099814160470524,0.37729336703607336,0.3158044174741119
.GDAXI_s42,DLinear,True,0.24844593747852786,0.32137608817906577,0.37493975151588926,0.31492059239116094
.GDAXI_s42,GARCH,True,0.2582862279785274,0.35755712194611566,0.45662197291870527,0.35748844094778276
.GDAXI_s42,SAS_same,True,0.2493743683540379,0.3245752492244152,0.3843949172091323,0.31944817826252847
.GDAXI_s42,SAS_diff,True,0.24986658754499175,0.32945131588357696,0.40374390161387613,0.32768726834748163
.GDAXI_s42,SAS_q1,True,0.2476846909067943,0.3200803398760651,0.3823700658450733,0.31671169887597755
.GDAXI_s137,HAR,True,0.3436997922007706,0.4369484849429977,0.5231830491276473,0.43461044209047195
.GDAXI_s137,NLinear,True,0.3490052810297077,0.4474568573314206,0.5387439820149613,0.44506870679202987
.GDAXI_s137,DLinear,True,0.3453033084658871,0.4404240336414102,0.5262080356394357,0.43731179258224434
.GDAXI_s137,GARCH,True,0.3485356631916316,0.4565346731814988,0.5602647761959318,0.45511170418968744
.GDAXI_s137,SAS_same,True,0.34072797038675423,0.4415760903702433,0.5387090544462149,0.4403377050677375
.GDAXI_s137,SAS_diff,True,0.3408760271572023,0.45243087880088545,0.5353334431400607,0.44288011636604946
.GDAXI_s137,SAS_q1,True,0.3416783079497176,0.43768033174440274,0.5437740056957859,0.4410442151299687
.GDAXI_s256,HAR,True,0.27516849439237334,0.3603844891691574,0.4404558173415953,0.35866960030104206
.GDAXI_s256,NLinear,True,0.27719029660312766,0.36702921968380997,0.45629945629604224,0.36683965752765996
.GDAXI_s256,DLinear,True,0.2749646273358479,0.3608261445865665,0.44297553167008646,0.35958876786416694
.GDAXI_s256,GARCH,True,0.2784514851211595,0.3706041166105782,0.4549187697567692,0.3679914571628356
.GDAXI_s256,SAS_same,True,0.2702853422940471,0.3556024502156654,0.43946865460571727,0.35511881570514325
.GDAXI_s256,SAS_diff,True,0.27023043204760594,0.3568515849557222,0.44039306331347294,0.3558250267722671
.GDAXI_s256,SAS_q1,True,0.27334463842744866,0.36369649214051647,0.49701850075280274,0.3780198771069226
.GSPTSE_s42,HAR,True,0.48294553622994857,0.5593368096442081,0.6125136901570305,0.5515986786770624
.GSPTSE_s42,NLinear,True,0.48677988556589386,0.5640987637984528,0.623729865368396,0.5582028382442475
.GSPTSE_s42,DLinear,True,0.48400404139753395,0.560505783522634,0.6142969780056924,0.5529356009752867
.GSPTSE_s42,GARCH,True,0.5052963051000526,0.6173010078575817,0.7214213694423373,0.6146728941333238
.GSPTSE_s42,SAS_same,True,0.4850271577828366,0.5617641360027917,0.6135413345670591,0.5534442094508958
.GSPTSE_s42,SAS_diff,True,0.48626154620127393,0.5657697043298547,0.6184322193785978,0.5568211566365755
.GSPTSE_s42,SAS_q1,True,0.4818428700231799,0.559507407906702,0.6103443695099633,0.5505648824799484
.GSPTSE_s137,HAR,True,0.39367891045771897,0.45543325645041577,0.5088140651338434,0.45264207734732603
.GSPTSE_s137,NLinear,True,0.40000631253257374,0.4652847631790681,0.5213564978731052,0.4622158578615824
.GSPTSE_s137,DLinear,True,0.3967860764046958,0.4595238084177073,0.5128938804544306,0.45640125509227786
.GSPTSE_s137,GARCH,True,0.4058406584796269,0.49007635532195526,0.5636578927904916,0.4865249688640246
.GSPTSE_s137,SAS_same,True,0.38920938204502553,0.45270187876261786,0.5063757362178657,0.449428999008503
.GSPTSE_s137,SAS_diff,True,0.3896102500814059,0.4525274955935339,0.5065595865951397,0.44956577742335985
.GSPTSE_s137,SAS_q1,True,0.3910527304705988,0.45289396956437444,0.5104414199384132,0.4514627066577955
.GSPTSE_s256,HAR,True,0.3632276945879828,0.4404901321445945,0.49688175995771533,0.4335331955634309
.GSPTSE_s256,NLinear,True,0.3656395505506842,0.4474260308020519,0.5097300032948144,0.4409318615491835
.GSPTSE_s256,DLinear,True,0.36410459618102387,0.44274547636188244,0.5015619256623969,0.4361373327351011
.GSPTSE_s256,GARCH,True,0.3740537594001348,0.47392843063062723,0.5541845852902384,0.4673889251070002
.GSPTSE_s256,SAS_same,True,0.35849824677461756,0.4373999410410866,0.5029747140794328,0.43295763396504566
.GSPTSE_s256,SAS_diff,True,0.35866731668680085,0.43829514439319606,0.5017199965600696,0.4328941525466889
.GSPTSE_s256,SAS_q1,True,0.3616911275142167,0.4390747084905255,0.5009748503014365,0.43391356210205956
.HSI_s42,HAR,True,0.45258483923410137,0.5331803017056536,0.58291042829616,0.5228918564119717
.HSI_s42,NLinear,True,0.4543079771159106,0.5371818460131356,0.5918055553607808,0.5277651261632756
.HSI_s42,DLinear,True,0.453682329455266,0.5355953260221535,0.5874813423924615,0.5255863326232937
.HSI_s42,GARCH,True,0.4729842011101768,0.5985281710823691,0.7112840671236884,0.5942654797720781
.HSI_s42,SAS_same,True,0.45248616516759915,0.5369614270502847,0.585582772520345,0.5250101215794096
.HSI_s42,SAS_diff,True,0.4536775658606309,0.539151958776493,0.5903018006802445,0.5277104417724562
.HSI_s42,SAS_q1,True,0.4516698981428352,0.5330762243501896,0.5810825093391621,0.5219428772773956
.HSI_s137,HAR,True,0.4464251515499477,0.5318327349575703,0.596296623753459,0.5248515034203257
.HSI_s137,NLinear,True,0.4531330020484246,0.5453985963744675,0.6134354116513802,0.5373223366914242
.HSI_s137,DLinear,True,0.45009478370502076,0.5374129052365368,0.6006663602186272,0.5293913497200616
.HSI_s137,GARCH,True,0.45709909969408474,0.5695019548739324,0.6637510738865919,0.5634507094848696
.HSI_s137,SAS_same,True,0.43997753753504887,0.5285325579266086,0.5909321883561155,0.5198140946059243
.HSI_s137,SAS_diff,True,0.4405473565707671,0.5289771600431882,0.5951570700172499,0.5215605288770684
.HSI_s137,SAS_q1,True,0.4425605244451396,0.5270933794163959,0.5929002908334855,0.5208513982316737
.HSI_s256,HAR,True,0.3463959436440315,0.42326040819666,0.4862246702413786,0.41862700736069
.HSI_s256,NLinear,True,0.34935053645686287,0.4313252026822728,0.5008435173074011,0.4271730854821789
.HSI_s256,DLinear,True,0.34803478234686075,0.42617295372879405,0.49054884729311,0.4215855277895882
.HSI_s256,GARCH,True,0.3536334269273349,0.4468057655578684,0.5233835696433948,0.441274254042866
.HSI_s256,SAS_same,True,0.3404865685473644,0.41807106236179153,0.4863120502104277,0.41495656037319456
.HSI_s256,SAS_diff,True,0.3403756581513308,0.4187323810650146,0.4860013291441151,0.41503645612015355
.HSI_s256,SAS_q1,True,0.34422732047159654,0.42437493598500486,0.488918266017272,0.4191735074912912
.IBEX_s42,HAR,True,0.41554792451046846,0.5352667885109909,0.6305124932356135,0.5271090687523575
.IBEX_s42,NLinear,True,0.41974845461373766,0.5438072034547801,0.6499519774792827,0.5378358785159335
.IBEX_s42,DLinear,True,0.41488893780855585,0.5358833463778117,0.6332500078049911,0.5280074306637862
.IBEX_s42,GARCH,True,0.42321591602340486,0.5615522265894302,0.6861766890029479,0.5569816105385943
.IBEX_s42,SAS_same,True,0.41535755800552787,0.5345371869200466,0.6222131516960857,0.5240359655405534
.IBEX_s42,SAS_diff,True,0.41516409851944586,0.534942129732091,0.6171285503987717,0.5224115928834362
.IBEX_s42,SAS_q1,True,0.4145280472073991,0.5892647964885596,0.6244242325970785,0.5427390254310124
.IBEX_s137,HAR,True,0.5334700438836614,0.6803555339364978,0.781882741172487,0.665236106330882
.IBEX_s137,NLinear,True,0.5498776464516691,0.7213079504004031,0.8476714336735677,0.70628567684188
.IBEX_s137,DLinear,True,0.5373452122529989,0.6873951910083779,0.787812496008841,0.6708509664234059
.IBEX_s137,GARCH,True,0.537592527828962,0.6980190098393613,0.816474081830749,0.6840285398330241
.IBEX_s137,SAS_same,True,0.5276083713533951,0.6830744236690582,0.7944909488381717,0.6683912479535418
.IBEX_s137,SAS_diff,True,0.5274829474860535,0.6804364301966684,0.7914188695229619,0.6664460824018946
.IBEX_s137,SAS_q1,True,0.5301798279704171,0.6806734127311471,0.7901551222781431,0.6670027876599024
