key,model,stable,mse_h1,mse_avg
.SPX_s42,Noiseless,True,0.4065179434716023,0.4065179434716023
.SPX_s42,SAS_same_fixedλ,True,0.41812056858483154,0.41812056858483154
.SPX_s42,SAS_same_cvλ,True,0.41842631322013163,0.41842631322013163
.SPX_s42,SAS_diff,True,0.40808178421449887,0.40808178421449887
.SPX_s42,SAS_q1,True,0.40563838699700955,0.40563838699700955
.SPX_s42,HAR,True,0.4115927744059129,0.4115927744059129
.SPX_s42,DLinear,True,0.3998425234961664,0.3998425234961664
.SPX_s42,GARCH,True,0.44096818377751074,0.44096818377751074
.SPX_s137,Noiseless,True,0.32681895375573744,0.32681895375573744
.SPX_s137,SAS_same_fixedλ,True,0.3301678882556412,0.3301678882556412
.SPX_s137,SAS_same_cvλ,True,0.33018529295505894,0.33018529295505894
.SPX_s137,SAS_diff,True,0.3290025293418253,0.3290025293418253
.SPX_s137,SAS_q1,True,0.3279679560039939,0.3279679560039939
.SPX_s137,HAR,True,0.33451711780721494,0.33451711780721494
.SPX_s137,DLinear,True,0.3304948188483666,0.3304948188483666
.SPX_s137,GARCH,True,0.33874858523158585,0.33874858523158585
.SPX_s256,Noiseless,True,0.34414456864667026,0.34414456864667026
.SPX_s256,SAS_same_fixedλ,True,0.34649516571486455,0.34649516571486455
.SPX_s256,SAS_same_cvλ,True,0.34276222672838974,0.34276222672838974
.SPX_s256,SAS_diff,True,0.34649707530062135,0.34649707530062135
.SPX_s256,SAS_q1,True,0.35085903216286085,0.35085903216286085
.SPX_s256,HAR,True,0.3512064449902955,0.3512064449902955
.SPX_s256,DLinear,True,0.3492390521230216,0.3492390521230216
.SPX_s256,GARCH,True,0.36464220647047035,0.36464220647047035
