sym,dgp_seed,model_name,q_degree,seed,eff_rank,rank_80,rank_95,rank_99,sv_0,sv_1,sv_2,sv_3,sv_4,sv_5,sv_6,sv_7,sv_8,sv_9,sv_10,sv_11,sv_12,sv_13,sv_14,sv_15,sv_16,sv_17,sv_18,sv_19,sv_20,sv_21,sv_22,sv_23,sv_24,sv_25,sv_26,sv_27,sv_28,sv_29,sv_30,sv_31,sv_32,sv_33,sv_34,sv_35,sv_36,sv_37,sv_38,sv_39,sv_40,sv_41,sv_42,sv_43,sv_44,sv_45,sv_46,sv_47,sv_48,sv_49
.AEX,42,DGP,2,42,3.698339381167616,2,3,5,208.74970801087215,130.92470713559067,67.85575092947909,23.71997393301802,20.659442433974725,11.006175198568759,10.49423875845791,6.297267165833424,5.960910658604585,3.619915271736653,2.1769083438880044,1.3680136235469469,1.2097922109292258,0.6491280716502684,0.5334890217608097,0.3290957090652072,0.22793728636175514,0.1758528694742026,0.12446404972933973,0.09645630678808821,0.06044968403822283,0.043111511123742556,0.042497512204101966,0.02888482302688571,0.025104040967893718,0.016702260520126695,0.01474978024496185,0.00966309335519117,0.006331346204261521,0.005850388953287209,0.0036693728264676666,0.0026185517561337604,0.0016669214271294115,0.0015009463904446648,0.001126822645451662,0.0007548435140503859,0.0003603420599065042,0.0002749602876055981,0.00020010140913764575,0.0001379509012687495,0.00012073281125871537,6.322039863246533e-05,3.5098534337688694e-05,3.0447283115632895e-05,2.0683684164305685e-05,2.005037469939958e-05,1.1976424658460948e-05,6.2069139458357106e-06,4.157644796677535e-06,1.8564361620487984e-06
.AEX,42,SAS_diff,2,999,4.711295497751712,3,4,5,102.58768834070536,77.13114442505602,54.33849030892136,31.00730827430959,14.741783018949318,9.982527154985434,6.626356605208956,5.067697424109695,3.0804860020212854,2.6130317963418874,1.3432429614040695,1.161408537558902,0.6582939005872942,0.6017026828515334,0.5504852368273206,0.38461492999602387,0.2512200152657373,0.17236241541908873,0.16990386543099056,0.10477357161131948,0.07631524301858884,0.05967568552227444,0.050624695318768946,0.046518680013007074,0.03705925907874799,0.028542691212516676,0.024748978924761106,0.01927168631218281,0.01768665718896435,0.013131753476549598,0.01142892244017126,0.010139108402032368,0.007967062761411124,0.005928862324834832,0.004785959036937052,0.003984597698294163,0.003035846275994165,0.001850718043402722,0.0016978736304713372,0.0012951387695054974,0.0007621448207581535,0.0007262096819433611,0.0005507883881577943,0.00046197999102080226,0.00030918162450523437,0.0002619267904490772,0.00024158214900802877,0.00015538925346969803,0.00010259018720326051,4.096133870727385e-05
.AEX,42,SAS_q1,1,1002,2.408705245410176,2,2,3,156.57791655945655,77.06215039255066,19.373131839791675,9.324824553180246,4.644536315620556,2.2653526380959357,1.382877748791588,0.8113174599715682,0.4726167315371335,0.2964602302792204,0.20985858036244565,0.14826239385682913,0.11513107146795303,0.08795743556233868,0.06305134276910891,0.059084180424042614,0.04376189317507587,0.024211246872854558,0.022157657538815535,0.013468828437732578,0.008041804592193415,0.007361014470496214,0.0034565552312033,0.0024561044768363622,0.001985703425893119,0.0010362536342167809,0.0006354869370992722,0.0005642900266471676,0.0003082562681832724,0.00022695515183802117,0.0002069950102995053,0.00017814832706964276,0.0001215569813762004,6.948283392404045e-05,5.9980411526495225e-05,3.590046510357006e-05,2.3289782643876807e-05,2.0423266036636084e-05,6.408882061388244e-06,4.7782541447228284e-06,3.7815076826002794e-06,1.8200548981805656e-06,1.5857250775165039e-06,1.1169814267124329e-06,6.806340001856612e-07,6.255515581539881e-07,4.0081420744551965e-07,2.420782474238474e-07,2.3256653971008227e-07,4.345585065938651e-08
.AEX,137,DGP,2,137,4.197320202021711,2,3,6,202.0555053761119,123.93900943372167,66.7108957609641,34.156030886134,23.31579215491935,16.89492063476808,12.017922358389212,10.681009968465627,6.672709762268982,6.171512956995495,3.4144806639612253,2.855418369574543,1.4283160579440843,1.2147249203183201,0.7542424264048796,0.5615022736427898,0.42140323842342664,0.21153186286478576,0.19741270182515488,0.12652519005929394,0.0926422408376053,0.06783572760228089,0.054475592816466765,0.04171615128289063,0.03968237868926049,0.03122798676379586,0.020611289194351613,0.015122379141356522,0.014396122041968879,0.009333859217738806,0.007726057569289858,0.006939696558590266,0.005074450711305094,0.0038529168111056935,0.0030998216844171428,0.0025990037085500614,0.002104547779982586,0.0011722720398285118,0.0010099119167505674,0.0009420953034173105,0.0006083635249093977,0.0004956477789122782,0.00040966055895410084,0.00023869496033607663,0.00014343209064709937,0.00011341989937217482,6.966005159856348e-05,3.378989365618857e-05,2.1481304806830942e-05,1.1192018981558703e-05
.AEX,137,SAS_diff,2,1000,3.1428876672525212,2,3,4,269.5855944933985,114.34738718878508,64.35182996032408,29.62146551290325,18.052182023582546,13.710454364983532,7.007174362336034,6.1927025528853665,3.295536407529069,2.9156439999435366,1.7436967886563939,1.361234694415638,1.1791702581478805,0.5333358453127179,0.4594887897350676,0.35968289010654336,0.3114160598212984,0.2139299762551777,0.13975282081898652,0.13509595343374656,0.07774023298283737,0.07141716597902123,0.05647177054857627,0.04879553522744877,0.03759313094105852,0.0318819816237929,0.022626760603835224,0.01975744248235182,0.01903807877421124,0.013473102684785335,0.010358267525586598,0.00826796432138553,0.006393676578037734,0.005287179656309085,0.004439404132858259,0.0028474611964824557,0.0023047143273334115,0.001596984008799741,0.00120527155347403,0.0008350501637320372,0.0004895032795224444,0.00032316921067340005,0.00029450071094706544,0.0001914333902026498,0.00011899272444325232,7.858740878635164e-05,7.0696941630669e-05,3.5050483530514014e-05,2.1490254472863604e-05,1.45760780419132e-05
.AEX,137,SAS_q1,1,1003,2.6030485847132967,2,2,3,135.14941189627876,102.5283432431686,17.462179587414578,9.56529212482684,4.48755801420232,1.9877488177220375,1.1381516014283333,1.05145141449728,0.68105763038688,0.4627244395466182,0.33528423972411925,0.20728763709730558,0.16397582941777317,0.11070847934394687,0.09539101753599771,0.0725569967922373,0.04898599245521455,0.03716571709618377,0.031635795036998024,0.02081286192278147,0.018249008977568495,0.01282792465498714,0.009432526029438466,0.0077836681098655955,0.004195058513988106,0.003287592191833657,0.002749025176636867,0.0020356680736976183,0.001234442366202078,0.0011120595660542652,0.0008422797645368127,0.0004864361335369785,0.0003389211720952464,0.0003047433213480825,0.00019683583381487334,0.0001105436942546791,6.854678322653277e-05,5.932284864459652e-05,3.251735377863453e-05,2.2921032089761745e-05,1.8821000198046008e-05,1.2546740248191769e-05,5.526059422148142e-06,4.265404066163658e-06,1.7517533317586166e-06,1.2873453528025458e-06,9.08179025369012e-07,4.603703026798518e-07,3.5561164132172526e-07,8.217011797010325e-08
.AEX,256,DGP,2,256,3.624297114762376,2,3,4,297.3580607017137,163.3193703420652,131.65678416449705,27.291938073920274,25.06802779049328,15.592653409233623,12.231142249553361,7.65055443692631,5.538405444129865,3.2416713989557504,3.0463243117999723,1.4411402986832278,1.283222124897197,1.0607094301883353,0.46527527287023407,0.41921037554550183,0.2728598000910822,0.19684552531244784,0.11665910403974895,0.09650081877200851,0.08474155437345075,0.05930777926268242,0.05015564479468925,0.0391967481992058,0.02817096478775307,0.02181301015389006,0.014225334901286347,0.011548823846406795,0.008298630457528015,0.007753305544784448,0.006067937192653752,0.004686649831148355,0.002602808839650819,0.00174310961360632,0.0014064364701525613,0.0013524764510668226,0.0007099086256906293,0.0004461495293086458,0.00038802189620143067,0.0003035316274122765,0.00021650029254271895,0.0001224495367322749,9.088174033767503e-05,7.887962335611537e-05,5.906540049248613e-05,3.5917690814785315e-05,2.5115562438803064e-05,1.0096322993263081e-05,8.353380125249934e-06,4.2265374844239325e-06
.AEX,256,SAS_diff,2,1001,3.8737927918831567,2,3,5,277.98568173162045,198.5594252317747,110.51185102880551,31.139147080573558,24.491260600077702,17.371277260038855,14.383548761966575,9.552471849567453,7.827674793710384,4.9280999192982256,3.952853269860809,2.589773622116888,2.1565578180216742,1.7506246984011218,1.186750014121078,0.9659327883663712,0.6942221012178409,0.5781155195597053,0.40645357850535996,0.3735480170320995,0.323248036764372,0.2677180160320119,0.19640542402480232,0.1691007387514481,0.13886107112060994,0.08487923268646323,0.0758208532214558,0.061372372483581315,0.05232765109662252,0.035699867616127624,0.0271690081506709,0.02040539982945185,0.01915735998635942,0.012088670214844393,0.008762968387223664,0.0054990272035814304,0.0048526034275912944,0.0032188154792662797,0.0028404809211794745,0.001830296038447139,0.0011368339723229824,0.0008751680088661038,0.0005716897353571312,0.0003449837299269894,0.0002252555241365104,0.00020743824982581824,0.0001184155224073105,4.181023228758234e-05,2.8980729845432554e-05,2.1548535885058612e-05
.AEX,256,SAS_q1,1,1004,2.5983078178514503,2,2,3,226.72021030533222,119.46812898110954,30.809287830096572,16.83663762337801,9.030685877891884,4.76604927359513,3.069883491813806,2.3959547814136646,1.3032513216179027,1.0243324828256288,0.5433536150865461,0.4471171675139351,0.25755229434479154,0.20889184347881648,0.12285453647104298,0.08749959903357733,0.06843107723017737,0.048097753659344794,0.033065375434733583,0.026583183058649824,0.019588561640224888,0.011029890179098938,0.00843896696609984,0.007085736972868145,0.004085469607669377,0.0035490406841200695,0.0027425881349511455,0.0018858978112901693,0.0016342530916919008,0.0011010554786631726,0.0005101131345288887,0.0004018307757366182,0.00028332975480398957,0.0001924972830213525,0.00014937865020357575,0.0001119726230136367,6.164049810008485e-05,5.602211498205923e-05,3.3287616137957964e-05,2.5567557793091966e-05,1.6546387209712363e-05,1.446639886188888e-05,7.3592730286291845e-06,4.757723335489467e-06,2.9716232659974724e-06,1.7726370767204595e-06,1.1796206227007285e-06,5.598686524379942e-07,3.9461686294148667e-07,1.1263956615576074e-07
.AORD,42,DGP,2,42,4.1325621536745345,2,3,6,199.36788416098534,128.2646375561488,68.41804807868105,28.477183643528598,25.191093950644962,17.52740925898584,12.84855309591147,7.852182115402718,7.690751807367368,5.012373807086841,2.9746082966283875,1.7448259815830813,1.664622728416434,0.8666982122657901,0.6535284500381425,0.4051931064051678,0.2940723561648676,0.17576997972088257,0.16034636170181515,0.1252093361882254,0.08226391775964906,0.07281579590069089,0.05645731931332095,0.03672926364836335,0.03166368903582058,0.02351417370487776,0.020396432881235965,0.013176456925449545,0.008793785540028564,0.007594407660515303,0.005395904160400771,0.0034287104777212204,0.002176415091790424,0.0020079203070886916,0.001679804738327733,0.00098125519982751,0.0005288992689051885,0.00035382804636639124,0.0002897530357533585,0.0001793922975777916,0.00014485104257539277,8.82792067552592e-05,4.722188848662955e-05,4.1454231424864664e-05,2.9170760996624366e-05,2.685737036697153e-05,1.6126806922328697e-05,8.379896780298166e-06,4.982400775874745e-06,2.819299597604443e-06
