sym,dgp_seed,horizon,alpha_idx,alpha,log10_alpha,oos_mse
.BFX,42,1,29,1778.2794100389228,3.25,0.28901774767715366
.BFX,42,1,30,3162.2776601683795,3.5,0.31103412749736903
.BFX,42,1,31,5623.413251903491,3.75,0.3487080942950401
.BFX,42,1,32,10000.0,4.0,0.40700087312591005
.BFX,42,1,33,17782.794100389227,4.25,0.48625286712860244
.BFX,42,1,34,31622.776601683792,4.5,0.5797169343654154
.BFX,42,1,35,56234.13251903491,4.75,0.6744838229210464
.BFX,42,1,36,100000.0,5.0,0.7570771981314466
.BFX,137,1,0,0.0001,-4.0,0.25967802945783974
.BFX,137,1,1,0.00017782794100389227,-3.75,0.27478712977894754
.BFX,137,1,2,0.00031622776601683794,-3.5,0.25548583265945496
.BFX,137,1,3,0.0005623413251903491,-3.25,0.25416118182096464
.BFX,137,1,4,0.001,-3.0,0.25391586983355374
.BFX,137,1,5,0.0017782794100389228,-2.75,0.2536071003821691
.BFX,137,1,6,0.0031622776601683794,-2.5,0.25325007775693054
.BFX,137,1,7,0.005623413251903491,-2.25,0.25286361654412376
.BFX,137,1,8,0.01,-2.0,0.25247327067232317
.BFX,137,1,9,0.01778279410038923,-1.75,0.2521058683796264
.BFX,137,1,10,0.03162277660168379,-1.5,0.2517782215715404
.BFX,137,1,11,0.05623413251903491,-1.25,0.2514953361475043
.BFX,137,1,12,0.1,-1.0,0.2512566311318309
.BFX,137,1,13,0.1778279410038923,-0.75,0.25105566728849515
.BFX,137,1,14,0.31622776601683794,-0.5,0.25087658475814356
.BFX,137,1,15,0.5623413251903491,-0.25,0.2506983758724613
.BFX,137,1,16,1.0,0.0,0.25050403388514203
.BFX,137,1,17,1.7782794100389228,0.25,0.2502897564687559
.BFX,137,1,18,3.1622776601683795,0.5,0.25007233689488356
.BFX,137,1,19,5.623413251903491,0.75,0.24988593290484154
.BFX,137,1,20,10.0,1.0,0.2497669090775376
.BFX,137,1,21,17.78279410038923,1.25,0.24974712331333873
.BFX,137,1,22,31.622776601683793,1.5,0.24986710917922475
.BFX,137,1,23,56.23413251903491,1.75,0.25020562657209716
