config,h1_count,h1_frac,total_count,avg_mse,high_var
Noiseless,65,0.9420289855072463,65,0.3015261500104014,False
SAS_same_fixedλ,10,0.14492753623188406,10,0.3897974061056679,False
SAS_same_cvλ,9,0.13043478260869565,9,0.39126191235103497,False
SAS_diff,4,0.057971014492753624,4,0.39059936511603766,False
SAS_q1,10,0.14492753623188406,10,0.48099305207557347,True
HAR,1,0.014492753623188406,1,0.3916642307313817,False
