config,h1_count,h1_frac,total_count,avg_mse,high_var
Noiseless,42,0.5833333333333334,42,0.34788988979985547,False
SAS_same_fixedλ,63,0.875,63,0.3474145985070688,False
SAS_same_cvλ,63,0.875,63,0.3484046139623962,False
SAS_diff,49,0.6805555555555556,49,0.3477047204254598,False
SAS_q1,51,0.7083333333333334,51,0.3751932634921219,True
HAR,3,0.041666666666666664,3,0.3523153390288864,False
